# en	cn	en_ids	support	prec	level
Enhance Gifts	<size=90%>强化饰品</size>	1	1	1.000	ok
Fuse Gifts	<size=90%>合成饰品</size>	1	1	1.000	ok
Sell Gifts	<size=90%>售卖饰品</size>	1	1	1.000	ok
Cannot Refresh	无法刷新	1	1	1.000	ok
Cleared Nodes	已通过节点数	1	1	1.000	ok
Starlight Nodes	星芒节点数	1	1	1.000	ok
Pass XP Reward	通行证经验值奖励	1	1	1.000	ok
No E.G.O Gifts owned.	暂未持有E.G.O饰品。	1	1	1.000	ok
Wish of Stars	星星的愿望	1	1	1.000	ok
Quick Edit	快速编辑	1	1	1.000	ok
Featured Boss	出现头目	1	1	1.000	ok
Enter Simulation	进入模拟难度	1	1	1.000	ok
Enter Ritornello	进入Ritornello难度	1	1	1.000	ok
Path of Stars	星之归路	1	1	1.000	ok
Eye of the Storm	暴风眼	2	1	0.500	suspect
Cascade of Levin	雷瀑	1	1	1.000	ok
Gathering Storm	聚集的风暴	1	1	1.000	ok
Tornado	龙卷风	1	1	1.000	ok
Faint Evenfall	朦胧暮色	1	1	1.000	ok
Black Polar Night	漆黑极夜	1	1	1.000	ok
Still Dawn	寂静黎明	1	1	1.000	ok
Wintry Daybreak	冰冷拂晓	1	1	1.000	ok
Nightless City	不夜城	1	1	1.000	ok
Sheepback Clouds	羊云	1	1	1.000	ok
Grand Sea of Clouds	浩浩云海	1	1	1.000	ok
Katabatic Wind	山风	1	1	1.000	ok
Fierce Gust	汹汹疾风	1	1	1.000	ok
Updraft	上升气流	1	1	1.000	ok
Night Rain	夜雨	1	1	1.000	ok
Feast of Lightning	落雷飨宴	1	1	1.000	ok
Impending Thunder	紧随的雷鸣	1	1	1.000	ok
Hazy Mist	浓厚迷雾	1	1	1.000	ok
Endless Current	无尽的对流	1	1	1.000	ok
Event Horizon	事件视界	1	1	1.000	ok
Milky Way	银河	1	1	1.000	ok
Impending Comet	逼近的彗星	1	1	1.000	ok
Number of Floor Theme Choices +1	[阶层主题]	2	2	1.000	ok
Combining Gifts with different Keywords	不同关键词的情况	2	2	1.000	ok
Tier 1 + Tier 1 => Tier 1	1级 + 1级 => 1级	2	2	1.000	ok
Tier 1 + Tier 1 => <color=#f8c200>Tier 2</color>	1级 + 1级 => <color=#f8c200>2级</color>	2	2	1.000	ok
Tier 1 + Tier 2 => Tier 1	1级 + 2级 => 1级	2	2	1.000	ok
Tier 1 + Tier 2 => <color=#f8c200>Tier 2</color>	1级 + 2级 => <color=#f8c200>2级</color>	2	2	1.000	ok
Tier 1 + Tier 1 + Tier 3 => Tier 2	1级 + 1级 + 3级 => 2级	2	2	1.000	ok
Tier 1 + Tier 2 + Tier 2 => Tier 2	1级 + 2级 + 2级 => 2级	2	2	1.000	ok
Tier 1 + Tier 3 + Tier 3 => Tier 3	1级 + 3级 + 3级 => 3级	2	2	1.000	ok
Tier 2 + Tier 2 + Tier 2 => Tier 3	2级 + 2级 + 2级 => 3级	3	2	0.667	weak
Tier 2 + Tier 2 + Tier 3 => Tier 3	2级 + 2级 + 3级 => 3级	1	1	1.000	ok
Tier 2 + Tier 2 + Tier 2 => Tier 3	2级 + 2级 + 3级 => 3级	3	1	0.333	suspect
Tier 3 + Tier 3 + Tier 3 => Tier 4	3级 + 3级 + 3级 => 4级	2	2	1.000	ok
Fusion Guide	合成指南	1	1	1.000	ok
By Tier	按等级排序	1	1	1.000	ok
By Keyword	按关键词排序	1	1	1.000	ok
Enhancement Cost Refunded	[返利礼券] 效果触发	1	1	1.000	ok
Select a Keyword.	请选择关键词。	1	1	1.000	ok
Fusion - Keyword Selection	合成 - 关键词选择	2	2	1.000	ok
Ingredient E.G.O Gift Tiers	作为合成材料的E.G.O饰品等级	1	1	1.000	ok
Encounter Reward Cards Guide	遭遇战奖励卡指南	1	1	1.000	ok
Mirror Dungeon Simulation	镜像迷宫 模拟	1	1	1.000	ok
Mirror Dungeon Ritornello	镜像迷宫 Ritornello	1	1	1.000	ok
Clear Effect Selection	重置效果选项	1	1	1.000	ok
Activated Effects	已生效的效果	1	1	1.000	ok
Trial Gained	苦难追加	1	1	1.000	ok
No Active Effects	未持有任何效果	1	1	1.000	ok
Grace of Star Clusters	群星之恩惠	1	1	1.000	ok
Revive Selected Sinner	复活所选罪人	1	1	1.000	ok
Revive All Sinners	复活全体罪人	1	1	1.000	ok
None Selected	未选中	1	1	1.000	noise
Moderately heal every Sinner.	全体罪人少量恢复。	1	1	1.000	ok
Revive a single Sinner.	复活一名罪人。	1	1	1.000	ok
Point Tally	点数统计	1	1	1.000	ok
10- Points	10点以下	1	1	1.000	ok
On Next Floor?	下一阶层	1	1	1.000	ok
Star of the Beginning	起始之星	1	1	1.000	ok
Cumulating Starcloud	层积星云	1	1	1.000	ok
Interstellar Travel	星际旅行	1	1	1.000	ok
Star-shower	倾落的流星雨	1	1	1.000	ok
Binary Star-shop	双星商店	1	1	1.000	ok
Moon Star-shop	卫星商店	1	1	1.000	ok
Favor of the Nebulae	星云的宠爱	1	1	1.000	ok
Starlight Guidance	星芒的引导	1	1	1.000	ok
Chance Comet	偶然的彗星	1	1	1.000	ok
Perfected Possibility	全面的可能性	1	1	1.000	ok
9- Points	9点以下	1	1	1.000	ok
10 ~ 14 Points	10~14点	1	1	1.000	ok
Exceeded purchasable Pass Level	超过可购买的通行证等级	1	1	1.000	ok
Pass Level maxed out	达到最大通行证等级	1	1	1.000	ok
Parallel Superposition Engaged	平行叠加模式已激活	1	1	1.000	ok
Cannot spend Starlight.	无法消耗星芒。	1	1	1.000	ok
Will be updated at a later date	将在后续更新中开放。	2	2	1.000	ok
Random Keyword Chance.	随机关键词概率。	1	1	1.000	noise
Under Construction	施工中	1	1	1.000	ok
Hard Pack Floors Cleared	已清剿的困难阶层数	1	1	1.000	ok
Parallel Superposition Floors Cleared	已清剿的平行叠加阶层数	1	1	1.000	ok
Refraction Railway Packs Cleared	已清剿的折射轨道主题卡包数	1	1	1.000	ok
Grace of the Immortal Star	永生之星的恩惠	2	2	1.000	ok
Convert Starlight to Cost	将星芒兑换为经费	1	1	1.000	ok
Loadout Bonus Mult.	编队加成倍率	1	1	1.000	ok
Pre-dungeon Reserve	已拥有量	1	1	1.000	ok
Net Amount	总拥有量	1	1	1.000	ok
Grace of Stars Purchased	购买星之恩惠	1	1	1.000	ok
Exploration Score Details	探索点数详情	1	1	1.000	ok
Loadout Starlight Bonus Mult.	编队星芒加成倍率	1	1	1.000	ok
Sum Expenditure	总消耗量	1	1	1.000	ok
Adversity Rewards	制约奖励	1	1	1.000	ok
Mirror of Immortality Projection	永生之镜 投影	1	1	1.000	ok
Adversity Bonus Mult.	制约加成倍率	1	1	1.000	ok
Weekly Cap Reached	达到每周上限	1	1	1.000	ok
Selected Trials	选择苦难	1	1	1.000	noise
Cumulative Adversity Score	累计制约点数	1	1	1.000	ok
Current Area	当前探索区域	1	1	1.000	noise
Auto-Restore MD Deployment Order	自动恢复镜像迷宫编队顺序	1	1	1.000	ok
Adversity - EXTREME	制约-极限模式	2	2	1.000	ok
E.G.O Gift Refresh	E.G.O饰品刷新	1	1	1.000	ok
Skills Owned	当前持有技能	1	1	1.000	ok
Grace of the Star of Names and Spiders	名与蛛的星之恩惠	2	2	1.000	ok
Select All Graces	选择全部恩惠	1	1	1.000	ok
Enhance All	全部强化	4	1	0.250	suspect
Heal again.	额外恢复。	1	1	1.000	ok
Featured Floors	出现阶层	1	1	1.000	ok
No Theme Packs unlocked.	没有已解锁的主题卡包。	1	1	1.000	ok
No Theme Packs selected.	没有已选择的主题卡包。	1	1	1.000	ok
Too Grave a Sin	那罪孽太深重了	1	1	1.000	ok
Familial Love	亲情	1	1	1.000	ok
Location-type Distortion: Photo Lab	场所型扭曲：显影室	2	2	1.000	ok
Swordplay of the Homeland [Sal] - Great Hwando	本国剑术[肉]-大环刀	2	2	1.000	ok
Dujeong Brigandine [Sal] - Iron Bulwark	布面甲[肉]-铁壁	2	2	1.000	ok
Swordplay of the Homeland [Sal] - Rend Flesh from Flesh	本国剑术[肉]-斩肉[Sal]于箭[Sal]	2	2	1.000	ok
Dujeong Brigandine [Sal] - Great Mountain	布面甲[肉]-泰山	2	2	1.000	ok
The Thumb's Officer, Capo IIII	拇指干部 指挥官IIII	2	2	1.000	ok
Measured Clashes	迎合交锋	1	1	1.000	ok
Suppressed Movements	抑制行动	1	1	1.000	ok
Strider [Mao]	脚力[卯]	2	2	1.000	ok
Vigor [Mao]	气势[卯]	2	2	1.000	ok
Dominator [Mao]	压制[卯]	2	2	1.000	ok
Corpse Cleanup	清理尸体	1	1	1.000	ok
Infowmashun Weway	心息团递	1	1	1.000	ok
Infowmashun Newtwawiwashun	心息灰总	1	1	1.000	ok
Anawytic Ewe	分西	1	1	1.000	ok
Keen Obsewashun	观擦	1	1	1.000	ok
Wicheous Retwibyushun	正一层界	1	1	1.000	ok
Indiscwiminate Awt	万班歇艺	1	1	1.000	ok
Hustlwe	吹波护澜	1	1	1.000	ok
Backap	掩付	1	1	1.000	ok
Entewtainment	玩是护恭	1	1	1.000	ok
Fwivowous Jokes	胡心寄言	1	1	1.000	ok
Reshenshimen	胡名怨愤	1	1	1.000	ok
Spite-dwiven	意系用似	1	1	1.000	ok
Las-ditch Stwuggle	坠后一波	1	1	1.000	ok
Detewminashun to Suwiwe	生村决意	1	1	1.000	ok
Spwit Ewil	短饿	1	1	1.000	ok
Gamblwr	土徒	1	1	1.000	ok
Gwudge	护仇决意	1	1	1.000	ok
Executewor	鼠决	1	1	1.000	ok
Miwitawy Minset	勋人星神	1	1	1.000	ok
Fowced Suwival	求死户得	1	1	1.000	ok
Jean Cod G-0	稀因编码G-0	1	1	1.000	ok
Deep Slash	深斩	1	1	1.000	ok
Information Relay	信息传递	2	1	0.500	suspect
Righteous Retribution	正义惩戒	1	1	1.000	ok
Quick Recharge	快速充能	1	1	1.000	ok
Indiscriminate Art	万般皆艺	1	1	1.000	ok
C. I. H.	刀·断	1	1	1.000	ok
Last-ditch Struggle	最后一搏	1	1	1.000	noise
Eye for Weakness	弱点识破	1	1	1.000	ok
Split Evil	断恶	1	1	1.000	ok
Forced Survival	求死不得	1	1	1.000	ok
Emergency Rations	应急食粮	1	1	1.000	ok
Information Neutralization	信息汇总	1	1	1.000	ok
Ice Breaker	破局者	1	1	1.000	ok
Muscle in Charge	行动队长	1	1	1.000	ok
Friction Point	砺火燃薪	1	1	1.000	ok
Frivolous Jokes	无心戏言	1	1	1.000	ok
Syndicate Payback	帮派清算	1	1	1.000	ok
Self-neglect	不顾己身	1	0	0.000	noise
Determination to Survive	生存决意	1	1	1.000	ok
By the Manual	照章办事	1	1	1.000	ok
Dark Cloud Swordsmanship	黑云剑术	1	1	1.000	ok
Bloodied Hands	血染双手	1	1	1.000	ok
Jugar con Enemigos	戏敌为乐	1	1	1.000	ok
Double Tap	补刀	1	1	1.000	ok
Gene Code G-0	基因编码G-0	1	1	1.000	ok
Rushing Heart	疾驰之心	1	1	1.000	ok
Gene Code G-3	基因编码G-3	1	1	1.000	ok
Obsessive Hammer	执念之锤	1	1	1.000	ok
Rising Faith	信仰的满足	1	1	1.000	ok
Relay Intelligence	情报共享	1	1	1.000	ok
Artistic Flavor	艺术风味	1	1	1.000	ok
Packed Pies	打包肉派	1	1	1.000	ok
Culinary Aid	协助烹饪	1	1	1.000	ok
Hammer of Zealotry	盲目之锤	1	1	1.000	ok
Resonant Spanner	共振扳手	1	1	1.000	ok
Chronic Fatigue	慢性疲劳	1	1	1.000	ok
Leave by Suggestion	劝告休假	1	1	1.000	ok
Rain of Tears	泪雨	1	1	1.000	ok
Sawblade Fired Up	启动锯刃	1	1	1.000	ok
Sawblade Maintenance	保养锯刃	1	1	1.000	ok
Pungent Spring Breeze	刺鼻春风	1	1	1.000	ok
Corrosive Slime	黏液腐蚀	1	1	1.000	ok
Regeneration Ampule Activation	激活再生安瓿	1	1	1.000	ok
High-grade Ampule	高浓度安瓿	1	1	1.000	ok
Unfixing Talismans	符咒剥离	1	1	1.000	ok
Wishing Talisman	祈愿符	1	1	1.000	ok
Activate rrR-#4 Suit Pressurization	rrR-#4装甲增压运作	2	2	1.000	ok
Defensive Breathing	守势呼吸	1	1	1.000	ok
A Noble Duel	崇高决斗	1	1	1.000	ok
Crushin' Crabs	粉碎螃蟹	1	1	1.000	ok
Unstable Power Output	不稳定功率	1	1	1.000	ok
Modified Power Output	功率改造	1	1	1.000	ok
Combat Shield	战斗盾牌	1	1	1.000	ok
Protection Request Received	受理保护委托	2	1	0.500	suspect
Dimensional Refraction Edge - Type: Blade Mk7	次元折射刃- Type: Blade Mk7	2	2	1.000	ok
Train Cleanup Manual	传递列车清扫手册	1	1	1.000	ok
Before the Tea Cools...	在茶冷掉之前…	1	1	1.000	ok
In Times Like These...	越战越勇…	1	0	0.000	noise
Drinking Boast	英勇事迹	1	1	1.000	ok
Incandescent Enlightenment	开悟之光	1	1	1.000	ok
Missionary of Knowledge	传道使命	1	1	1.000	ok
Mass-produced Bionic Gear	量产型活体装备	1	1	1.000	ok
Cleanup Demonstration	清扫示范培训	1	1	1.000	ok
Favoritism	偏袒	2	1	0.500	suspect
The First Mate's Harpoon	大副的鱼叉	1	1	1.000	noise
The First Mate's Acumen	大副的本领	1	1	1.000	noise
Lingering Bladepoint	缠绵剑锋	1	1	1.000	ok
Passionate Cheer	热烈鼓舞	1	1	1.000	ok
Verify Obligation Fulfillment	确认义务履行	1	1	1.000	ok
Stigma Workshop Weaponry / Passion	烙印工造/激情	2	2	1.000	ok
Flaring Brand	炽热之刃	1	1	1.000	ok
N.O.	镇·支	5	1	0.200	suspect
The A.I.	助·感	1	1	1.000	ok
In the Culprit's Shoes	如果我是犯人的话…？	1	1	1.000	ok
T Corp. Martial Arts	T公司式格斗术	1	1	1.000	ok
Study Hall	自习指示	1	1	1.000	ok
Diligent Learning	勤勉学习	1	1	1.000	ok
Charging Module Installation	充能模块安装	1	1	1.000	ok
Endless Lamentation	无尽悲叹	1	1	1.000	ok
Spiderhead/Skullface	蜘蛛头/骷髅头	2	2	1.000	ok
E.G.O Assimilation	E.G.O 同化	1	1	1.000	ok
Eat and Sleep	吃完就快睡	1	1	1.000	ok
Hand of Salvation	救赎之手	1	1	1.000	ok
Outstanding Courier	优秀派送员	1	1	1.000	ok
Begin Protection Mission	开始保护任务	1	1	1.000	ok
Contract Target Protection	保护委托对象	1	1	1.000	ok
WRONG COSTUME!!!	不是那件！！！	2	2	1.000	ok
Don Quixote Hardblood Arts 6: Whip	堂吉诃德派硬血6式鞭	2	2	1.000	ok
Speedy Courier	高速派送员	1	1	1.000	ok
Suppressing Fire	压制射击	1	1	1.000	ok
Spotter	观察手	1	1	1.000	ok
Flame Moth	火蛾	1	1	1.000	ok
Residual Heat	余热	1	1	1.000	ok
Cloud Workshop Blade	云工坊之刃	1	1	1.000	ok
I'm the only survivor...	只有我活下来了…	1	1	1.000	ok
Partial Heishou Mutation Training	部分黑兽化修炼	1	1	1.000	ok
A Husk of Hares	成群之兔	2	1	0.500	suspect
Heishou Mutation [Si]	黑兽化[巳]	2	2	1.000	ok
Intravascular Venom	血中游毒	1	1	1.000	ok
Volatilized Memory	挥发的回忆	1	1	1.000	ok
Magical Girl of Love / Queen of Hatred	爱之魔法少女/憎恶皇后	2	2	1.000	ok
Magical Power Charging Support	魔力充能支援	1	1	1.000	ok
Magical Girl of Justice / Knight of Despair	正义之魔法少女/绝望骑士	2	2	1.000	ok
For All Those Who Despair...	为所有绝望之人…	2	2	1.000	ok
Let's Get Battle-drunk	沉醉于战斗中吧	1	1	1.000	ok
Adept Vanguard	魁首先锋	1	1	1.000	ok
@#$'s Hand I Let Slip	未能握住的@#$之手	2	2	1.000	ok
Grasp that Forbids Falling	为不被打倒而紧握之掌	1	1	1.000	ok
It flows and cries	那在流动、彻响	1	1	1.000	ok
Aiming for the Bullseye	一箭入魂	1	1	1.000	ok
Defence-Oriented Charge	防御性充能	1	1	1.000	ok
'Bloodied, Masked, and as Blood Commands'	“披上鲜血、戴上面具，听从血液的驱使吧”	2	2	1.000	ok
Flood the Chalice	杯中满溢	1	1	1.000	ok
Stacking the Deck	抽洗控牌	1	1	1.000	ok
Painless Mercy	无痛的慈悲	1	1	1.000	ok
Aim for the Gap	乘隙瞄准	1	1	1.000	ok
Bloody Storm of Blades	互搏血斗	1	1	1.000	ok
Flame Rooster's Death Defiance [炎鳥不死戰]	炎鸟不死战	1	1	1.000	ok
Flesh-Rending Horn Growth	破肉而生之角	1	1	1.000	ok
Carol of Dying Comrades	于颂歌声中，死去的同伴们	1	1	1.000	ok
The Scepter of Horus - Replica	荷鲁斯之杖-仿制	2	2	1.000	ok
Eagle Eye	苍鹰之眼	1	1	1.000	ok
Prescript Delivered on Paper Slips	由纸条所传达的指令	2	2	1.000	ok
The Middle Never Forgets, Y'know?	中指可是永不遗忘的	2	2	1.000	ok
Grace of God	神的加护	1	1	1.000	ok
A Void that Cannot be Filled	无法填满的空虚	2	2	1.000	ok
Spring's Genesis	春之诞	1	1	1.000	ok
Alternating Discharge Support	交流放电支援	1	1	1.000	ok
Take the Lead. I'll Provide You Support.	带路吧。我会支援你的。	2	2	1.000	ok
Armor of Protection and Repression	保护与抑制用甲胄	1	1	1.000	ok
Iron Maiden - Spikes	铁处女-棘	2	2	1.000	ok
Impastoed Scar	反复叠涂的疤痕	1	1	1.000	ok
Vengeance Tattoo Resonance	仇怨纹身共鸣	1	1	1.000	ok
Thanks... Kiddo.	闺女…谢了。	1	1	1.000	ok
Spiteful Pursuit	受执念驱使的追击	1	1	1.000	ok
Saikai [再会] - The Thumb	再会-拇指	2	2	1.000	ok
In One-on-one Duels...	如果是一对一决斗…	1	1	1.000	ok
Weaklings, Not Worth Shit	一帮废物	1	1	1.000	ok
Morgenfeuer [Stigma Workshop]	晨炎[烙印工坊]	2	2	1.000	ok
Stigma Workshop Prosthesis	烙印工坊的义体	1	1	1.000	ok
Heatproof Coat	隔热大衣	1	1	1.000	ok
Feuerfalter [Stigma Workshop]	炎蝶[烙印工坊]	2	2	1.000	ok
The Lone Fixer	孤独的收尾人	1	1	1.000	ok
VelocityAndCoordinatesAndVelocity	速度YU坐标YU速度	1	1	1.000	ok
LetManOutrunEvenTheRayOfLight	人啊，逃DE比光GENG快吧	1	1	1.000	ok
A Duel Witnessed	受公证的决斗	1	1	1.000	ok
Clouded Mind	浑浊的精神	1	1	1.000	ok
Muddled Orders	模糊命令	1	1	1.000	ok
Coldhearted Decision	冷酷的决断	1	1	1.000	ok
Pip's Sin and Innocence	比普的罪与清白	1	1	1.000	ok
Starbuck's Fears	斯达巴克的恐惧	1	1	1.000	ok
Queequeg's Atonement	魁魁格的忏悔	1	1	1.000	ok
Price of Nobility	崇高的代价	1	1	1.000	ok
Endless Insecurity	无尽的自卑感	1	1	1.000	ok
Directed Wrath	被指引的暴怒	1	1	1.000	ok
Sin Nullification	罪孽抵抗	1	1	1.000	ok
Proliferating Flame	火焰转移	1	1	1.000	ok
Chaotic Hunt	纠缠的狩猎	1	1	1.000	ok
Humanity Abandoned	抛弃的人性	1	1	1.000	ok
Release From Binds	捆缚解除	1	1	1.000	ok
Spreading Emotions	蔓延的情感	1	1	1.000	ok
Amalgamated Resentment	凝聚的怨恨	1	1	1.000	ok
Continuing Revenge	无尽的复仇	1	1	1.000	ok
A Distant Identity	另一个人格	1	1	1.000	ok
Cold Body	冰冷的躯体	1	1	1.000	ok
A Shaky Ego	摇摇欲坠的自我	1	1	1.000	ok
Misery-severing Hand	斩断不幸之手	1	1	1.000	ok
Moment of Vengeance	复仇之时	1	1	1.000	ok
Casual Opportunity	从容的机会	1	1	1.000	ok
Leisurely Breathing	轻松地调整呼吸	1	1	1.000	ok
Hardblood Scissor	硬血剪刀	1	1	1.000	ok
Bloodsteeped Scissors	带血的剪刀	1	1	1.000	ok
Eternal Parade of Happiness	永远的幸福游行	1	1	1.000	ok
This isn't how it ends	不能就这样结束	1	1	1.000	ok
A Close Match	惊险的比试	1	1	1.000	ok
Unctio Extrema	终油圣礼	1	1	1.000	ok
Sacramentum Paenitentiae	忏悔圣礼	1	1	1.000	ok
The Once-loved Ones	曾所爱之人	1	1	1.000	ok
Please Don't be Sick	愿不再疼痛	1	1	1.000	ok
A Single Strangling Flower	束缚的一朵	1	1	1.000	ok
Bramble Steed	藤蔓缠绕的马	1	1	1.000	ok
Interlocking Brambles	纠缠的棘蔓	1	1	1.000	ok
An Unfamiliar Banquet	陌生的晚宴	1	1	1.000	ok
Reminders of Determination	咬紧牙关的意志	1	1	1.000	ok
Hardblood Wedge Gaol	硬血楔禁锢	1	1	1.000	ok
Internal Blood Crystallization	从内部开始结晶的血	1	1	1.000	ok
Total Blood Coagulation	所有凝固的血	1	1	1.000	noise
The adventure ends here.	冒险在此结束。	1	1	1.000	ok
Jia Qiu's Test	贾丘的试炼	1	1	1.000	ok
Effloresced E.G.O::Érlì	绽放E.G.O::而立	2	2	1.000	ok
Infinite Song of Erudition	弦歌不辍	1	1	1.000	ok
Unleashed Curse	被解放的诅咒	1	1	1.000	ok
Returning the Pain	偿还痛苦	1	1	1.000	ok
Rupture by Feathers	羽之破裂伤	1	1	1.000	ok
Deploy Lightning Shield	电击刀 护盾展开	1	1	1.000	ok
That's how you use your human resources	这便是人尽其用	2	2	1.000	ok
E.G.O Temporary Max Attunement	E.G.O瞬间感应度 最大化	1	1	1.000	ok
Better avert your gazes	可不能只盯上我啊	1	1	1.000	ok
Knowledge of Immortality	不老不死的知识	1	1	1.000	ok
Santata's Guffaw	桑塔塔的笑声	1	1	1.000	ok
Armor of Protection & Repression	保护与抑制用甲胄	1	1	1.000	ok
Corpus Spent as Material	已作为材料使用的肉体	1	1	1.000	ok
Training to Inherit the Name of a Star	为承星名之修行	2	2	1.000	ok
Unsheathing Dihui Star's Blade	地慧星刀 拔刀	1	1	1.000	ok
Supply Resources	支援补给	1	1	1.000	ok
Annihilation Form	抹杀姿态	1	1	1.000	ok
Corpus-centric Art	以人体为中心的艺术	1	1	1.000	ok
Ingredient Harvest	收获材料	1	1	1.000	ok
Escape from the Art	从艺术中生还	1	1	1.000	ok
Flammable Material	可燃性素材	1	1	1.000	ok
With this Artwork, I will Prove Myself before the Maestro	我会在大师面前，用作品证明自己	2	2	1.000	ok
Vengeance Tattoos Max Output... Unseal Lævateinn!	仇怨纹身最大输出…莱瓦汀封印解除！	2	2	1.000	ok
Praise is the Wind in Her Sail	给她个好脸就上天	2	2	1.000	ok
I'm pretty sure the Middle never forgets	我说过，中指绝对会如数奉还	2	2	1.000	ok
Crumbling Form	摇摇欲坠的姿势	1	1	1.000	ok
Lucio, you useless little shit!	卢西奥，你这没用的废物	2	2	1.000	ok
Ingredient Selection	材料选定	1	1	1.000	ok
Afterimage of the Future	未来的残像	1	1	1.000	ok
From Dawn till Dusk	自夜明直至黄昏	1	1	1.000	ok
The Emperor's Subjects	皇帝的臣民	1	1	1.000	ok
The Emperor's Mantle	皇帝的披风	1	1	1.000	ok
The Emperor's Blood	皇帝之血	1	1	1.000	ok
The Unwrapped Present	撕开的包装纸	1	1	1.000	ok
The Emperor's Wrath	皇帝的震怒	1	1	1.000	ok
I'll scrape every filthy scale off your skin...	将肮脏的鳞片踏至一片不留…	1	1	1.000	ok
Sparring Complete	切磋结束	1	1	1.000	ok
Reversed Circuitry	电路反转	1	1	1.000	ok
Slightly Relieved Burdens	负荷稍降	1	1	1.000	ok
Rule by Fear	恐怖统治	1	1	1.000	ok
Twisted Determination	扭曲的意志	1	1	1.000	ok
Arranged Information	整理完毕的情报	1	1	1.000	ok
Firm Nailing	坚固钉击	1	1	1.000	ok
From Memory to Record	从记忆到记录	1	1	1.000	ok
Nightmare of La Manchaland	拉·曼却领的噩梦	1	1	1.000	ok
Sanguivore - Coagulation	血食-硬化	2	2	1.000	ok
Prosthesis Model - L37	义体型号- L37	2	2	1.000	ok
Must Retain Blood	血液不可耗尽	1	1	1.000	ok
The Prince's Frenzy	王子的反抗	1	1	1.000	ok
Rough Bloodsucking	贪婪吸血	1	1	1.000	ok
Power Leakage	漏电	1	1	1.000	ok
Blood to Brain	血液供脑	1	1	1.000	ok
A Young Kindred	年幼的眷属	1	1	1.000	ok
Burst Bloodbag	爆裂的血袋	1	1	1.000	ok
I'm Stuffed	我吃不下了	1	1	1.000	ok
Got Candy?	有糖果吗？	2	2	1.000	ok
Let the Blood Festival Flow	血祭开幕	2	2	1.000	ok
Let the Fire Festival Ignite	火祭开幕	2	2	1.000	ok
