# Limbus Company 英→中术语表（来源：官方术语文件 + 零协会汉化，四语 id 对齐）
# en	cn	出现次数(en+cn)	source
OF HOW SANCHO, OUR DON QUIXOTE, REFUSED TO END THE DREAM	梦永不迎来终焉的桑丘，也是我们的堂吉诃德的故事	2	BattleKeywords-a1c7p3.json
Deathrite 【Wane】	咒杀【衰亡】	2	BattleKeywords-a1c8p2.json
Deathrite 【Enfeeble】	咒杀【弱化】	2	BattleKeywords-a1c8p2.json
Tremor - Scorch	震颤-灼热	2	BattleKeywords-a1c8p3.json
Reload - Tactical	再次装填-余弹维持	2	BattleKeywords-a1c8p3.json
Beastly Instinct - Low Morale	猛兽本能-士气低落	2	BattleKeywords-a1c8p3.json
Beastly Instinct - Panic	猛兽本能-陷入恐慌	2	BattleKeywords-a1c8p3.json
My Heart, My Own Thoughts...	我的本心与想法…	2	BattleKeywords-a1c8p3.json
Volatile E.G.O Attunement - Contempt	不稳定E.G.O感应-轻蔑	2	BattleKeywords-a1c8p3.json
Volatile E.G.O Attunement - Fell Bullet	不稳定E.G.O感应-凶弹	2	BattleKeywords-a1c8p3.json
Deathrite【Haste】	咒杀【迅捷】	2	BattleKeywords-a1c9116.json
Strider【Mao】	脚力【卯】	2	BattleKeywords-a1c9116.json
The Audacity...!	竟敢…！	2	BattleKeywords-a1c9p1.json
Shin (心) - Sora	心-空	2	BattleKeywords-a1c9p2.json
Shin(心) - The Yellow Harpoon	心-蜜黄标枪	2	BattleKeywords-a1c9p2.json
Nested Harpoon [Beesting]	穿刺标枪[蜂针]	2	BattleKeywords-a1c9p2.json
Nested Harpoon [Waspsting]	穿刺标枪[胡蜂针]	2	BattleKeywords-a1c9p2.json
Apic Flashburst Blade Art - Hwando	闪蜂光剑术-环刀	2	BattleKeywords-a1c9p2.json
Twisted and Disjointed Memory and Recollection	相互纠缠、扭曲的记忆与回忆	2	BattleKeywords-a1c9p2.json
Malkuth's Reign - Imperfect Manifestation	Malkuth的统治-不完全显现	2	BattleKeywords-a1c9p2.json
Shin (心) - Procuration	心-代行	2	BattleKeywords-a1c9p2.json
White Breath - Safeguard the Mind	白色吐息-精神守护	2	BattleKeywords-a1c9p3.json
Red Breath - Strengthen the Body	红色吐息-身体强化	2	BattleKeywords-a1c9p3.json
Red Breath - Protect	红色吐息-守护	2	BattleKeywords-a1c9p3.json
Purple Breath - Hysteria	紫色吐息-歇斯底里	2	BattleKeywords-a1c9p3.json
Red Breath - Push the Body's Limit	红色吐息-疾驰的身体	2	BattleKeywords-a1c9p3.json
Shin (心) - Moses	心-摩西	2	BattleKeywords-a1c9p3.json
Dimensional Bag - Allas Workshop	次元包-阿拉斯工坊	2	BattleKeywords-a1c9p3.json
Dimensional Bag - Nester Workshop	次元包-涅斯托尔工坊	2	BattleKeywords-a1c9p3.json
Dimensional Bag - Screw Atelier	次元包-螺丝工作室	2	BattleKeywords-a1c9p3.json
Shin (心) - Ezra	心-以斯拉	2	BattleKeywords-a1c9p3.json
The Middle - Vengeance Tattoo [<s>Great Brother</s>]	中指-仇怨纹身[<s>长兄</s>]	2	BattleKeywords-a1c9p3.json
Corpus Ingredient (Bones)	活体材料(骨)	2	BattleKeywords-a1c9p3.json
Corpus Ingredient (Blood)	活体材料(血)	2	BattleKeywords-a1c9p3.json
The Exhibition is Complete!	展览完成	2	BattleKeywords-a1c9p3.json
Blinding Blood [盲血]	盲血	2	BattleKeywords-a1c9p3.json
Backward Flow - Bitterness	逆行-憎恶	2	BattleKeywords-a1c9p3.json
Forward Flow - Compassion	顺行-怜悯	2	BattleKeywords-a1c9p3.json
Paroxysm - Afterimage Entanglement	暴走-残像纠缠	2	BattleKeywords-a1c9p3.json
Dawn's First Crow (雞鳴)	鸡鸣	2	BattleKeywords-a1c9p3.json
The Sun's Descent (日入)	日入	2	BattleKeywords-a1c9p3.json
Sever the Thread [切絲]	切丝	2	BattleKeywords-a1c9p3.json
Prescript: [Device] - Warning	指令[终端]-警告	2	BattleKeywords-a1c9p3.json
Karmic Consequence [Fortuna]	业[福尔图娜]	2	BattleKeywords-a1c9p3.json
Shin (心) - Rien	心-里恩	2	BattleKeywords-a1c9p3.json
Ketsuen [けつえん]	血缘[けつえん]	2	BattleKeywords-a1c9p3.json
Renketsuen [れんけつえん]	连血缘[れんけつえん]	2	BattleKeywords-a1c9p3.json
Swig (眞)	小酌（真）	2	BattleKeywords-cultivation.json
Bloodpour (血注)	血注	2	BattleKeywords-cultivation.json
Thrashing to Hatch Ⅰ	为破卵而出的挣扎Ⅰ	2	BattleKeywords-cultivation.json
Thrashing to Hatch ⅠⅠ	为破卵而出的挣扎Ⅱ	2	BattleKeywords-cultivation.json
Thrashing to Hatch ⅠⅠⅠ	为破卵而出的挣扎Ⅲ	2	BattleKeywords-cultivation.json
Thrashing to Hatch ⅠⅤ	为破卵而出的挣扎Ⅳ	2	BattleKeywords-cultivation.json
Thrashing to Hatch Ⅴ	为破卵而出的挣扎Ⅴ	2	BattleKeywords-cultivation.json
Brand - No [奴]	烙印[奴]	2	BattleKeywords-exme.json
Candy?	糖果？	2	BattleKeywords-fools.json
Tick-Tock?!	滴答滴答？！	2	BattleKeywords-fools.json
Little Handy - Wilderness Survival Module	小帮手-野外维生单元	2	BattleKeywords-pilgrimage.json
Little Handy - Housekeeping Assistant Module	小帮手-家政辅助模块	2	BattleKeywords-pilgrimage.json
Little Handy - Incremental Motion Firmware	小帮手-运动增量固件	2	BattleKeywords-pilgrimage.json
Little Handy - Mini Decontamination Kit	小帮手-迷你去污套组	2	BattleKeywords-pilgrimage.json
Little Handy - External Upgrade Module	小帮手-外置强力升级	2	BattleKeywords-pilgrimage.json
T Corp. Special Investigator Badge	T公司特别搜查官徽章	2	BattleKeywords-tkt.json
Le Fauvisme - Masque de Loup Ensanglanté	野兽派-染血狼面	2	BattleKeywords-twth.json
<s>The Middle</s> - Grudge	<s>中指</s>-仇怨	2	BattleKeywords-twth.json
<s>The Middle Styled</s> Augmentation Tattoos	<s>中指式</s>强化纹身	2	BattleKeywords-twth.json
!!!OUDATED EFFECT!!!	过期状态	2	BattleKeywords-walpu4.json
Meat Gear: Coercion	血肉齿轮-强迫	2	BattleKeywords-walpu5.json
What use... am I...?	我…已无用处了…吗？	2	BattleKeywords-walpu6.json
I used too much power	好像用力过猛了	2	BattleKeywords-walpu6.json
Love/Justice	爱/正义	2	BattleKeywords-walpu6.json
Here Comes Magical Girl!	魔法少女登场！	2	BattleKeywords-walpu6.json
Regressive Transformation - Reversed	反转-逆位	2	BattleKeywords-walpu6.json
AoE Attack	群体攻击	2	BattleKeywords.json
Baba Yaga’s Coming!	迫近的芭芭雅嘎	2	BattleKeywords.json
Borrowed Time of the Fathoms	心象中的时间租赁	2	BattleKeywords.json
Aim True!	再准点！	2	BattleKeywords.json
Get 'Em!	拿下他！	2	BattleKeywords.json
Declared Duel - Outis	决斗宣告-奥提斯	2	BattleKeywords.json
Sword of the Homeland - Rending	本国剑-传授洗法	2	BattleKeywords.json
Sword of the Homeland - Penetrating	本国剑-传授刺法	2	BattleKeywords.json
Tremor - Decay	震颤-崩坏	2	BattleKeywords.json
Tremor - Fracture	震颤-裂痕	2	BattleKeywords.json
Before the King in Binds	缚王御前	2	BattleKeywords.json
Tremor - Reverb	震颤-回响	2	BattleKeywords.json
Tremor - Everlasting	震颤-永恒	2	BattleKeywords.json
Courier Trunk - Rodion	派送箱-罗佳	2	BattleKeywords.json
Tremor - Clockwinding	震颤-上弦	2	BattleKeywords.json
Courier Trunk - Sinclair	派送箱-辛克莱	2	BattleKeywords.json
Ammo - Atelier Logic	弹药-逻辑工作室	2	BattleKeywords.json
Concentration【Sniper】	集中精神【狙击】	2	BattleKeywords.json
Nebulizer β	雾化吸入器β	2	BattleKeywords.json
Nebulizer α	雾化吸入器α	2	BattleKeywords.json
Nerve Strike - Don Quixote	点穴-堂吉诃德	2	BattleKeywords.json
Book of Vengeance [Sinclair]	复仇账簿[辛克莱]	2	BattleKeywords.json
Deathrite【Venom】	咒杀【剧毒】	2	BattleKeywords.json
Deathrite 【Fissure】	咒杀【破】	2	BattleKeywords.json
(엄지 싱클 탄환 보급 받는 대상 이펙트)	(엄지 싱클 탄환 보급 받는 대상 이펙트)	2	BattleKeywords.json
Life from Death [死中求活]	死中求活	2	BattleKeywords.json
Your Will Guides My Blade.	斩随意动。	2	BattleKeywords.json
Heishou Bolus Contamination [黑獣丸染]	黑兽丸染	2	BattleKeywords.json
One Who Walks The Way of the Hegemon	践行霸道之人	2	BattleKeywords.json
You're Ridiculous, Big Brother.	多么可憎啊，兄长。	2	BattleKeywords.json
No Matter How Many Must Bleed...	纵使令千万人血流成河…	2	BattleKeywords.json
Tremor - Hemorrhage	震颤-大出血	2	BattleKeywords.json
Hand - Pine Crane Suit	组札-松上鹤	2	BattleKeywords.json
Hand - Susuki Grass Suit	组札-芒上月	2	BattleKeywords.json
Hand - Blue Sakura Suit	组札-青染樱	2	BattleKeywords.json
Bright【光】	光札	2	BattleKeywords.json
Burgeoning of Horns [發角]	生角	2	BattleKeywords.json
The Udjat [Vanguard]	瓦吉特之眼[先锋]	2	BattleKeywords.json
Shin (心) - Fate	心-命运	2	BattleKeywords.json
Reload [Germination]	再次装填[孢子补充]	2	BattleKeywords.json
Bullet - Solitude	弹药-孤独	2	BattleKeywords.json
Somatic Frisson-inspiring Melody [Empowered]	以人体奏响的旋律[强化]	2	BattleKeywords.json
The Self Unbound - Flow State	拘束解除-创作沉浸	2	BattleKeywords.json
Book of Vengeance [Heathcliff]	复仇账簿[希斯克利夫]	2	BattleKeywords.json
Book of Vengeance [The House of Spiders]	复仇账簿[蜘蛛巢]	2	BattleKeywords.json
Sword of the Homeland - Striking	本国剑-传授击法	2	BattleKeywords.json
Shin (心) - Disgrace	心-不光彩	2	BattleKeywords.json
Nerve Strike - Hong Lu	点穴-鸿璐	2	BattleKeywords.json
Witnessed - Eastern Cinq	公证-东部Cinq协会	2	BattleKeywords.json
Affinity Res Up (Exc. Wrath)	罪孽抗性强化(除暴怒外)	2	BattleKeywords_Mirror3.json
Affinity Res Up (Exc. Lust)	罪孽抗性强化(除色欲外)	2	BattleKeywords_Mirror3.json
Affinity Res Up (Exc. Sloth)	罪孽抗性强化(除怠惰外)	2	BattleKeywords_Mirror3.json
Affinity Res Up (Exc. Glut.)	罪孽抗性强化(除暴食外)	2	BattleKeywords_Mirror3.json
Affinity Res Up (Exc. Gloom)	罪孽抗性强化(除忧郁外)	2	BattleKeywords_Mirror3.json
Affinity Res Up (Exc. Pride)	罪孽抗性强化(除傲慢外)	2	BattleKeywords_Mirror3.json
Affinity Res Up (Exc. Envy)	罪孽抗性强化(除嫉妒外)	2	BattleKeywords_Mirror3.json
O compatriots of my dear child	我孩子的同伴们啊	2	BattleKeywords_Mirror6.json
Dream her dream together in my stead	代替我，与那孩子一同追寻梦想吧	2	BattleKeywords_Mirror6.json
Shin (心) - ???	心-???	2	BattleKeywords_Mirror7.json
Moderate Risk	中等风险	2	BattleKeywords_Refraction5.json
Refracted Lust	折射的色欲	2	BattleKeywords_Refraction5.json
Refracted Gluttony	折射的暴食	2	BattleKeywords_Refraction5.json
Refracted Pride	折射的傲慢	2	BattleKeywords_Refraction5.json
Hostile Refraction	攻击性折射	2	BattleKeywords_Refraction5.json
Defensive Refraction	防御折射	2	BattleKeywords_Refraction5.json
Damage Refraction	伤害折射	2	BattleKeywords_Refraction5.json
In the Past (Deactivated)	过去状态（已禁用）	2	BattleKeywords_Refraction6.json
In the Present (Deactivated)	现在状态（已禁用）	2	BattleKeywords_Refraction6.json
In the Future (Deactivated)	未来状态（已禁用）	2	BattleKeywords_Refraction6.json
Dragon's Blood [龍血]	龙血	2	BattleKeywords_Refraction6.json
Cannot Purchase Pass Level	无法购买通行证等级	2	BattlePass.json
Progress Updated	通行证经验上升	2	BattlePass.json
You don’t have enough paid Lunacy.	付费狂气不足。	2	BattlePass.json
Max Level Reached	已达到最高等级	2	BattlePass.json
<font="BebasKai SDF">LIMBUS PASS</font> Package	边狱通行证组合包	2	BattlePass.json
Until Season 6 Update	到第6赛季开始前	2	BattlePass.json
Various rewards included in the Limbus Pass	可以领取边狱通行证奖励	2	BattlePass.json
Immediately gain 10 Pass Levels upon purchase	购买后立即提升10通行证等级	2	BattlePass.json
Accept the Pain!	接受痛苦吧！	2	Bufs.json
Perfect Shell	完整外壳	2	Bufs.json
Unvented Anger	难以言表的愤怒	2	Bufs.json
Piece of a Broken Bond	破碎纽带的残片	2	Bufs.json
Unknown Wound	未知的伤口	2	Bufs.json
Wrath Boost	暴怒强化	2	Bufs.json
Lust Boost	色欲强化	2	Bufs.json
Sloth Boost	怠惰强化	2	Bufs.json
Gluttony Boost	暴食强化	2	Bufs.json
Gloom Boost	忧郁强化	2	Bufs.json
Pride Boost	傲慢强化	2	Bufs.json
Envy Boost	嫉妒强化	2	Bufs.json
Burn Boost	烧伤强化	2	Bufs.json
Bleed Boost	流血强化	2	Bufs.json
Tremor Boost	震颤强化	2	Bufs.json
Rupture Boost	破裂强化	2	Bufs.json
Sinking Boost	沉沦强化	2	Bufs.json
Poise Boost	呼吸法强化	2	Bufs.json
Charge Boost	充能强化	2	Bufs.json
Blunt Power Down	打击威力降低	2	Bufs.json
Pierce Power Down	突刺威力降低	2	Bufs.json
Slash Power Down	斩击威力降低	2	Bufs.json
Wrath Power Down	暴怒威力降低	2	Bufs.json
Lust Power Down	色欲威力降低	2	Bufs.json
Gluttony Power Down	暴食威力降低	2	Bufs.json
Sloth Power Down	怠惰威力降低	2	Bufs.json
Gloom Power Down	忧郁威力降低	2	Bufs.json
Pride Power Down	傲慢威力降低	2	Bufs.json
Envy Power Down	嫉妒威力降低	2	Bufs.json
Assistant Librarian of History	历史层助理司书	2	Bufs.json
Unending Bereavement	无尽的丧失感	2	Bufs.json
Pouring Wrath	宣泄的暴怒	2	Bufs.json
Targeting Settings	目标设置	2	Bufs_Refraction5.json
Observe Battlefield	确认战斗状况	2	DanteAbilityUIText_a1c9p3.json
Battlefield Status	当前战斗状况	2	DanteAbilityUIText_a1c9p3.json
Ground Level Laboratory - Entrance n	地上实验室 第n入口	2	DungeonArea-a1c8p2.json
Quarantine Office	检疫室	2	DungeonArea-a1c8p2.json
Laboratory 4	第4实验室	2	DungeonArea-a1c8p2.json
Research Wing	研究楼	2	DungeonArea-a1c8p2.json
Experimentation Zone	实验区域	2	DungeonArea-a1c8p2.json
Laboratory 1	第1实验室	2	DungeonArea-a1c8p2.json
Closed Laboratory	被封锁的实验室	2	DungeonArea-a1c8p2.json
Laboratory 2	第2实验室	2	DungeonArea-a1c8p2.json
Containment Hall 3	第三收容走廊	2	DungeonArea1-1.json
Reserve Passageway	简易通道	2	DungeonArea1-1.json
Key Foothold	重要据点	2	DungeonArea1-1.json
Peccatula Enclosure	罪种收容设施	2	DungeonArea1-2.json
Paint Shop	涂装室	2	DungeonArea1-2.json
Drawbridge	吊桥	2	DungeonArea1-2.json
Ice Castle Where Neighbors Lie	邻里沉眠的冰霜城堡	2	DungeonArea1-2.json
Gate Entrance	关卡入口	2	DungeonArea1-3.json
Bridge of Suppuration	破碎之桥	2	DungeonArea1-3.json
N Corp's White Room	N公司的纯白房间	2	DungeonArea1-4.json
Hot ‘n Juicy Drumstick	火热多汁琵琶腿	2	EGOgift_MirrorDungeon-EventTheme.json
Contaminated Needle & Thread	脏污的针与线	2	EGOgift_MirrorDungeon-EventTheme.json
Sharp Needle & Thread	锐利的针与线	2	EGOgift_MirrorDungeon-EventTheme.json
Oil-gunked Spanner	沾染油污的扳手	2	EGOgift_MirrorDungeon-EventTheme.json
Twinkling Scrap	闪光废料	2	EGOgift_MirrorDungeon-EventTheme.json
Pom-pom Hat	毛球帽	2	EGOgift_MirrorDungeon-EventTheme.json
Huge Gift Sack	巨大的礼物袋	2	EGOgift_MirrorDungeon-EventTheme.json
Sad Plushie	悲伤的毛绒玩偶	2	EGOgift_MirrorDungeon-EventTheme.json
Pocket Watch : Type L	怀表：Type L	2	EGOgift_MirrorDungeon-EventTheme.json
Pocket Watch : Type E	怀表：Type E	2	EGOgift_MirrorDungeon-EventTheme.json
Pocket Watch : Type Y	怀表：Type Y	2	EGOgift_MirrorDungeon-EventTheme.json
Pocket Watch : Type P	怀表：Type P	2	EGOgift_MirrorDungeon-EventTheme.json
Snake Slough+	蛇蜕+	2	EGOgift_MirrorDungeon-EventTheme_2.json
False Halo+	虚假的光相+	2	EGOgift_MirrorDungeon-EventTheme_2.json
Metronome+	节拍器+	2	EGOgift_MirrorDungeon-EventTheme_2.json
Bridle++	枷锁++	2	EGOgift_MirrorDungeon-EventTheme_2.json
Contempt of the Gaze of Contempt+	轻蔑的视线的轻蔑+	2	EGOgift_MirrorDungeon-EventTheme_2.json
Unhatched Embers+	未孵化的火种+	2	EGOgift_MirrorDungeon-EventTheme_2.json
Vestiges of the King	王的残渣	2	EGOgift_MirrorDungeon-EventTheme_2.json
Snuffed Candlestick	熄灭的烛台	2	EGOgift_MirrorDungeon-EventTheme_2.json
Shadow Monster	影子怪物	2	EGOgift_MirrorDungeon-EventTheme_2.json
Packaging Box	包装盒	2	EGOgift_MirrorDungeon-EventTheme_2.json
Packaging Ribbon	包装缎带	2	EGOgift_MirrorDungeon-EventTheme_2.json
Jolly Plushie	快乐的毛绒玩偶	2	EGOgift_MirrorDungeon-EventTheme_2.json
Implicit Contract Renewal	默示契约更新	2	EGOgift_MirrorDungeon-EventTheme_2.json
Darkflame Smoking Pipe	黑焰烟斗	2	EGOgift_MirrorDungeon-EventTheme_2.json
Swift Command	迅捷指挥	2	EGOgift_MirrorDungeon-EventTheme_2.json
Gear Shrapnel	齿轮碎片	2	EGOgift_MirrorDungeon-EventTheme_2.json
CQC Manual	近身格斗术教材	2	EGOgift_MirrorDungeon-EventTheme_2.json
Re-ignition Plug	重燃火花塞	2	EGOgift_MirrorDungeon-EventTheme_2.json
Enhancer Mk.4	强化剂Mk.4	2	EGOgift_MirrorDungeon-EventTheme_2.json
Regular Operational Gear	常规作战用装备	2	EGOgift_MirrorDungeon-EventTheme_2.json
High-risk Operational Gear	高危作战用装备	2	EGOgift_MirrorDungeon-EventTheme_2.json
Swarmcloud	丛云	2	EGOgift_MirrorDungeon-EventTheme_2.json
Strange Glyph Talisman	异文符咒	2	EGOgift_MirrorDungeon-EventTheme_2.json
Strange Glyph Inscriptions	镌刻的异文	2	EGOgift_MirrorDungeon-EventTheme_2.json
Shadow Bamboo Hat	影织斗笠	2	EGOgift_MirrorDungeon-EventTheme_2.json
Everlasting Chains of Bond	永恒的缘分锁链	2	EGOgift_MirrorDungeon-EventTheme_2.json
Glyph of Glass Shards	漆字琉璃钿	2	EGOgift_MirrorDungeon-EventTheme_2.json
Contained Maggots	封装蛆虫	2	EGOgift_MirrorDungeon-StoryTheme.json
Haunted Shoes	鬼附鞋	2	EGOgift_MirrorDungeon-StoryTheme.json
Frozen Cries	冰封的哀嚎	2	EGOgift_MirrorDungeon-StoryTheme.json
Hoarfrost Footprint	霜冻足迹	2	EGOgift_MirrorDungeon-StoryTheme.json
Spicebush Branch	山茶花枝	2	EGOgift_MirrorDungeon-StoryTheme.json
Broken Glasses	破碎的眼镜	2	EGOgift_MirrorDungeon-StoryTheme.json
Unmailed Letter	未寄出的信	2	EGOgift_MirrorDungeon-StoryTheme.json
Harpoon Prosthetic Leg	捕鲸枪义腿	2	EGOgift_MirrorDungeon-StoryTheme.json
Guiding Gas Lamp	照亮前方的汽灯	2	EGOgift_MirrorDungeon-StoryTheme.json
Chief Butler's Secret Arts	首席管家的秘籍	2	EGOgift_MirrorDungeon-StoryTheme.json
Handheld Mirror	手镜	2	EGOgift_MirrorDungeon-StoryTheme.json
Town-protecting Harpoon+	守镇鱼叉+	2	EGOgift_MirrorDungeon-StoryTheme_2.json
Broken Violin+	损坏的小提琴+	2	EGOgift_MirrorDungeon-StoryTheme_2.json
Manor-shaped Music Box	宅邸模型八音盒	2	EGOgift_MirrorDungeon-StoryTheme_2.json
Butler Style Binding Arts+	管家式束缚法+	2	EGOgift_MirrorDungeon-StoryTheme_2.json
Refraction Glass Pod	折射玻璃管	2	EGOgift_MirrorDungeon-StoryTheme_2.json
WB Flask	全血烧瓶	2	EGOgift_MirrorDungeon-mowe-re.json
Sanguine Fragrance Descends	血香降临	2	EGOgift_MirrorDungeon-mowe-re.json
Discarded Dimensional Gauntlet+	被遗落的次元护手+	2	EGOgift_MirrorDungeon-mowe-re.json
Blue Starshard+	蓝星碎片+	2	EGOgift_MirrorDungeon-mowe-re.json
Biogenerative Battery	生物发电电池	2	EGOgift_MirrorDungeon-mowe.json
Cardiovascular Reactive Module	心脏反应模块	2	EGOgift_MirrorDungeon-mowe.json
Prosthetic Joint Servos	义体关节伺服电机	2	EGOgift_MirrorDungeon-mowe.json
Automated Joints	自动式关节	2	EGOgift_MirrorDungeon-mowe.json
Overcharged Battery	过度充能电池	2	EGOgift_MirrorDungeon-mowe.json
Perpetual Generator Servos	永动伺服电机	2	EGOgift_MirrorDungeon-mowe.json
Hearts-powered Jewel	心动力宝石	2	EGOgift_MirrorDungeon-mowe.json
Hellterfly’s Dream+	地狱蝶之梦+	2	EGOgift_MirrorDungeon.json
Ashes to Ashes+	尘归尘+	2	EGOgift_MirrorDungeon.json
Wound Clerid+	拟伤虫+	2	EGOgift_MirrorDungeon.json
Fiery Down+	炽热的羽毛+	2	EGOgift_MirrorDungeon.json
Bloody Gadget+	鲜血装饰+	2	EGOgift_MirrorDungeon.json
Today’s Expression	此刻的神色	2	EGOgift_MirrorDungeon.json
Talisman Bundle+	成捆的符咒+	2	EGOgift_MirrorDungeon.json
Blood, Sweat, and Tears+	膏血+	2	EGOgift_MirrorDungeon.json
Green Spirit+	绿光果实+	2	EGOgift_MirrorDungeon.json
Crown of Roses+	玫瑰王冠+	2	EGOgift_MirrorDungeon.json
White Gossypium+	白棉花+	2	EGOgift_MirrorDungeon.json
Thunderbranch+	雷击木+	2	EGOgift_MirrorDungeon.json
