# en	cn	en_hits	cn_hits	source
Aged Sheet Music	古旧乐谱残章	1	1	EGOgift_pilgrimage.json
Metal Construct	金属构造体	1	1	EGOgift_pilgrimage.json
Moonmirror Wine Cup	宿月酒盏	1	1	EGOgift_pilgrimage.json
Classical-design Letter Opener	造型古典的拆信刀	1	1	EGOgift_pilgrimage.json
Interlinked Time+	交织的时间+	0	2	EGOgift_tktRe.json
Emergency Investigator Badge+	紧急授予型搜查官徽章+	0	2	EGOgift_tktRe.json
Entanglement Override Sequencer+	强制纠缠定序器+	0	2	EGOgift_tktRe.json
Microprecision Time Accelerator	超精密时间加速装置	1	1	EGOgift_tktRe.json
Filial Love	孝心	1	1	EGOgift_walpu4.json
Misaligned Transistor	错位的晶体管	1	1	EGOgift_walpu4.json
Mental Corruption Boosting Gas	精神污染加速气体	1	1	EGOgift_walpu4.json
Leaked Enkephalin	泄露的脑啡肽	1	1	EGOgift_walpu4.json
The Unchosen	未被选中之人	1	1	EGOgift_walpu6.json
Magical Girl's Lovely Gift	魔法少女的爱之礼物	1	1	EGOgift_walpu6.json
Value Disposal	价值处置	1	1	EGOgift_walpu6.json
Staticky Two-way Radio	夹杂着噪音的对讲机	1	1	EGOgift_walpu8.json
Beak-shaped Necklace	喙形项链	1	1	EGOgift_walpu8.json
Harmonics+	泛音+	0	2	EGOgift_walpu8.json
Walking Bass+	行进贝斯+	0	2	EGOgift_walpu8.json
Pink Bouquet	粉红花束	1	1	EGOgift_walpu8.json
Royal Jelly Perfume	蜂王浆香水	1	1	EGOgift_walpu8.json
Whale of the Porous Hand Mermaid	穴掌鲸人鱼	0	2	Enemies-a1c5p1.json
Whale of the Porous Hand Soldier Mermaid	穴掌鲸 士兵人鱼	0	2	Enemies-a1c5p1.json
Twinhook Pirates First Mate Smee	双钩海盗团大副 斯米	0	2	Enemies-a1c5p1.json
Terrified K Corp. Checkpoint Security	惊恐的K公司检查站安保人员	0	2	Enemies-a1c5p1.json
Stiffened K Corp. Checkpoint Security	僵直的K公司检查站安保人员	0	2	Enemies-a1c5p1.json
Threatened K Corp. Class 1 Staff	受到威胁的K公司1级员工	0	2	Enemies-a1c5p1.json
Unnerved K Corp. Class 1 Staff	焦虑的K公司1级员工	0	2	Enemies-a1c5p1.json
Revived K Corp. Class 3 Empowered Staff	复活的K公司3级员工 - 强化	0	2	Enemies-a1c5p1.json
Whale of the Thousand Strands Mermaid	千缕鲸人鱼	0	2	Enemies-a1c5p2.json
Hefty Dead Rabbits Henchman	健硕的死兔帮成员	1	1	Enemies-a1c6p1.json
Slow Dead Rabbits Henchman	迟缓的死兔帮成员	1	1	Enemies-a1c6p1.json
Fierce Dead Rabbits Henchman	凶猛的死兔帮成员	1	1	Enemies-a1c6p1.json
Sharp Dead Rabbits Henchman	敏锐的死兔帮成员	1	1	Enemies-a1c6p1.json
Enamored Researcher of the Ring?	忘我的环指研究员？	0	2	Enemies-a1c6p2.json
Mad Researcher of the Ring?	发狂的环指研究员？	0	2	Enemies-a1c6p2.json
Pointillist Researcher of the Ring?	点彩派环指研究员？	0	2	Enemies-a1c6p2.json
Peccatulum Irae??	暴怒罪种??	0	2	Enemies-a1c6p3.json
Well-dressed Bloodbag	穿着得体的血袋	1	1	Enemies-a1c7p1.json
Embellished Bloodbag	打扮过的血袋	1	1	Enemies-a1c7p1.json
Insane Fashionista Bloodfiend	疯狂的时尚血魔	1	1	Enemies-a1c7p1.json
Mad Fashionista Bloodfiend	失去理智的时尚血魔	1	1	Enemies-a1c7p1.json
No-good Bandit	坏盗贼	1	1	Enemies-a1c7p1.json
Big, Scary Bear	可怕的巨熊	0	2	Enemies-a1c7p1.json
Eerie Bloodbag	阴森森的血袋	1	1	Enemies-a1c7p2.json
Sinister Bloodbag	可怖的血袋	1	1	Enemies-a1c7p2.json
Budding Bloodbag	发芽的血袋	1	1	Enemies-a1c7p3.json
Budding Zwei Fixer	发芽的Zwei收尾人	1	1	Enemies-a1c7p3.json
Budding Bloodfiend	盛开的血魔	1	1	Enemies-a1c7p3.json
Blossomed Bloodfiend	绽放的血魔	1	1	Enemies-a1c7p3.json
Bloomed Bloodfiend	盛放的血魔	1	1	Enemies-a1c7p3.json
Peccatulum Luxuriae?	色欲罪种?	0	2	Enemies-a1c7p3.json
Peccatulum Superbiae?	傲慢罪种?	0	2	Enemies-a1c7p3.json
Budding Cinq West Fixer	发芽的Cinq西部收尾人	1	1	Enemies-a1c7p3.json
Budding Zwei West Fixer	发芽的Zwei西部收尾人	1	1	Enemies-a1c7p3.json
The Wheel of La Manchaland	大摩天轮	0	2	Enemies-a1c7p3.json
Dreamshard	梦之碎片	1	1	Enemies-a1c7p3.json
Hardblood Fragment	硬血碎片	1	1	Enemies-a1c7p3.json
Talisman Jar Monster	贴着符咒的瓮怪物	1	1	Enemies-a1c8p1.json
Nailed Jar Monster	被钉住的瓮怪物	1	1	Enemies-a1c8p1.json
Entangled Jar Monster	被束缚的瓮怪物	1	1	Enemies-a1c8p1.json
Furtive Podao Assailant	隐秘的朴刀袭击者	1	1	Enemies-a1c8p1.json
Swift Podao Assailant	敏捷的朴刀袭击者	1	1	Enemies-a1c8p1.json
Large Podao Assailant	魁梧的朴刀袭击者	1	1	Enemies-a1c8p1.json
Bandaged Wooden Dummy	裹着绷带的木人桩	1	1	Enemies-a1c8p1.json
Spiked Wooden Dummy	带刺的木人桩	1	1	Enemies-a1c8p1.json
Swift Ambushing Stranger	敏捷突袭的怪人	1	1	Enemies-a1c8p1.json
Swift Pursuing Stranger	敏捷追击的怪人	1	1	Enemies-a1c8p1.json
Impaled Failure	被穿刺的失败品	1	1	Enemies-a1c8p2.json
Blooming Failure	盛开的失败品	1	1	Enemies-a1c8p2.json
Entangled Failure	纠缠的失败品	1	1	Enemies-a1c8p2.json
Evil-possessed Deathrite Monk	饱含邪气的咒杀僧	1	1	Enemies-a1c8p2.json
Swift Shi Family Mercenary	灵敏的史家私兵	1	1	Enemies-a1c8p2.json
Veteran Shi Family Mercenary	干练的史家私兵	1	1	Enemies-a1c8p2.json
Heavy Shi Family Mercenary	稳重的史家私兵	1	1	Enemies-a1c8p2.json
Shi Hua... something?	史华？	0	2	Enemies-a1c8p2.json
Muddled Heishou of the Corpse Palanquin [混覺轀輬黑獸]	混觉辒辌黑兽	0	2	Enemies-a1c8p3.json
Heavenly Elder	天之长辈	1	1	Enemies-a1c8p3.json
Earthly Elder	地之长辈	1	1	Enemies-a1c8p3.json
Brain Elder	脑之长辈	1	1	Enemies-a1c8p3.json
Manager Gnome	科长小矮人	1	1	Enemies-a1c951.json
Peccatulum Pigritiae??	怠惰罪种??	0	2	Enemies-a1c971.json
Peccatulum Morositatis??	忧郁罪种??	0	2	Enemies-a1c971.json
The Ring Corporist Automanikin - Researcher	环指人体派自动人偶 - 研究员	0	2	Enemies-a1c9p1.json
The Ring Corporist Automanikin - Combatant	环指人体派自动人偶 - 战斗员	0	2	Enemies-a1c9p1.json
The Ring Corporist Automanikin - Roseate Desire Corrosion	环指人体派自动人偶 - 粉红欲望 侵蚀	0	2	Enemies-a1c9p1.json
The Pinky Apprentice - Ren	小指 子辈 - 莲	0	2	Enemies-a1c9p1.json
The Index Apprentice - Sora	食指 子辈 - 空	0	2	Enemies-a1c9p2.json
Flash Phenomenon - Im Gyeong-eop	闪光现象 - 林庆业	0	2	Enemies-exme.json
Hateful Blade Lineage Salsu	心怀怨恨的剑契组杀手	1	1	Enemies-exme.json
Resentful Blade Lineage Salsu	寄宿怨恨的剑契组杀手	1	1	Enemies-exme.json
Imagined Im Gyeong-eop	心象中的林庆业	1	1	Enemies-exme.json
Craving Bloodbag Passenger	渴求的血袋乘客	1	1	Enemies-mowe.json
Violent Bloodbag Passenger	发狂的血袋乘客	1	1	Enemies-mowe.json
Aggressive Bloodbag Passenger	好斗的血袋乘客	1	1	Enemies-mowe.json
Merciless Bloodbag Cleanup Agent	无情的血袋清扫人员	1	1	Enemies-mowe.json
Feral Bloodbag Cleanup Agent	凶猛的血袋清扫人员	1	1	Enemies-mowe.json
Hungering Bloodbag Cleanup Agent	饥饿的血袋清扫人员	1	1	Enemies-mowe.json
Bloodbag Prosthetic Fixer	血袋义体收尾人	1	1	Enemies-mowe.json
Deceitful Tri-axe Office Fixer	卑鄙的三斧事务所收尾人	1	1	Enemies-sweep.json
Tough-looking Stranger	表情坚毅的怪人	1	1	Enemies-sweep.json
Awkward Tri-axe Office Fixer	左右为难的三斧事务所收尾人	1	1	Enemies-sweep.json
Sharp-looking Stranger	表情犀利的怪人	1	1	Enemies-sweep.json
The City's Sweeper A	都市的清道夫A	1	1	Enemies-sweep.json
The City's Sweeper B	都市的清道夫B	1	1	Enemies-sweep.json
The City's Sweeper C	都市的清道夫C	1	1	Enemies-sweep.json
The City's Sweeper D	都市的清道夫D	1	1	Enemies-sweep.json
Aggressive Yurodivy	过激的圣愚活动成员	1	1	Enemies-tkt.json
Quick-witted Yurodivy	敏捷的圣愚活动成员	1	1	Enemies-tkt.json
District 20 Yurodiviye Captain	20区 圣愚 队长	1	1	Enemies-tkt.json
Unfolded Time Rippers	展开的时间杀人魔们	1	1	Enemies-tkt.json
Prescript-chasing Proselyte of the Index	追随指令的食指苦行者	0	2	Enemies-twth.json
Prescript-conforming Proselyte of the Index	遵从指令的食指苦行者	0	2	Enemies-twth.json
Impulsive Fauvist Student of the Ring	冲动的环指野兽派学徒	0	2	Enemies-twth.json
Instinctive Fauvist Student of the Ring	依照本能的环指野兽派学徒	0	2	Enemies-twth.json
Feral Fauvist Student of the Ring	充满野性的环指野兽派学徒	0	2	Enemies-twth.json
Spontaneous Fauvist Student of the Ring	即兴的环指野兽派学徒	0	2	Enemies-twth.json
Dawn of Green - Doubt - α	绿色的黎明 - 疑问 - α	0	2	Enemies-walpu2.json
Dawn of Green - Doubt - β	绿色的黎明 - 疑问 - β	0	2	Enemies-walpu2.json
Threatening Gear Worshipper	危险的齿轮信徒	1	1	Enemies-walpu5.json
Nimble Gear Worshipper	敏捷的齿轮信徒	1	1	Enemies-walpu5.json
Da Boingy Empworoar	凤凤皇地	1	1	Enemies-x1p1c1.json
False Bongy	假小凤	1	1	Enemies-x1p1c1.json
Distorting Bamboo-hatted Kim	正在扭曲的金笠	1	1	Enemies-ycgd.json
Scruffy Veteran	褴褛的残兵	1	1	Enemies.json
Slumber-broken Neighbor	长梦初醒的邻居	1	1	Enemies.json
Rearisen Neighbor	重新站起的邻居	1	1	Enemies.json
Freezing Miner Slave	冻结的奴隶矿工	1	1	Enemies.json
Shivering Miner Slave	寒冷的奴隶矿工	1	1	Enemies.json
Everything There of an Inquisitor	无所不有的异端审判官	0	2	Enemies.json
Crawling Inquisitor	爬行的异端审判官	1	1	Enemies.json
Calm K Corp. Checkpoint Security	沉着的K公司检查站安保人员	0	2	Enemies.json
Reliable K Corp. Checkpoint Security	可靠的K公司检查站安保人员	0	2	Enemies.json
Wriggling Beast	蠢蠢欲动的野兽	1	1	Enemies.json
Dongbaek E.G.O::Spicebush	冬柏E.G.O::山茶花	0	2	Enemies.json
Crude Sawblade Bot	粗制的锯刃无人机	1	1	Enemies.json
Crude Wrecking Ball Bot	粗制的破坏球无人机	1	1	Enemies.json
Complete Sawblade Bot	完整的锯刃无人机	1	1	Enemies.json
Complete Wrecking Ball Bot	完整的破坏球无人机	1	1	Enemies.json
Solid Combined Bot	坚固的复合机械	1	1	Enemies.json
Confident Rosespanner Workshop Fixer	自信的玫瑰扳手工坊收尾人	1	1	Enemies.json
Prideful Rosespanner Workshop Fixer	高傲的玫瑰扳手工坊收尾人	1	1	Enemies.json
Shaking Rosespanner Workshop Fixer	颤抖的玫瑰扳手工坊收尾人	1	1	Enemies.json
Rosespanner Workshop Rep Niko	玫瑰扳手工坊代表 尼柯	1	1	Enemies.json
Lobotomy E.G.O::Red Sheet - Marile	脑叶公司E.G.O::朱符 - 马里勒	0	2	Enemies.json
Reawakened Lobotomy E.G.O::Red Sheet	复活的脑叶公司E.G.O::朱符	0	2	Enemies.json
K Corp. Arrest Drone	K公司 拘捕无人机	1	1	Enemies.json
Fully Bloomed Flower	盛开的花朵	1	1	Enemies.json
Tree of Vanity	虚荣之树	1	1	Enemies.json
Fruit of Vanity	虚荣之果	1	1	Enemies.json
Lured Festered G Corp. H. Manager	受诱且溃烂的G公司部长	0	2	Enemies.json
Refracted Alleyway Watchdog	折射的巷头恶犬	1	1	Enemies_Refraction.json
Refracted Headless Ichthys	折射的断首鱼	1	1	Enemies_Refraction.json
Refracted Drifting Fox	折射的流浪狐狸	1	1	Enemies_Refraction2.json
Refracted Old Umbrella	折射的旧伞	1	1	Enemies_Refraction2.json
Refracted Shock Centipede	折射的电击蜈蚣	1	1	Enemies_Refraction2.json
Refracted Fairy-Long-Legs	折射的长腿精灵	1	1	Enemies_Refraction2.json
Refracted Faelantern	折射的精灵提灯	1	1	Enemies_Refraction2.json
Refracted Wayward Passenger	折射的迷失的乘客	1	1	Enemies_Refraction2.json
Left Blade	左刃	1	1	Enemies_Refraction2.json
Right Blade	右刃	1	1	Enemies_Refraction2.json
Refracted Steam Transport Machine	折射的蒸汽运输机	1	1	Enemies_Refraction2.json
Refracted Sign of Roses	折射的玫瑰告示牌	1	1	Enemies_Refraction2.json
Refracted Hemorrhaging Dimension	折射的血流成河的次元	1	1	Enemies_Refraction2.json
Refracted Poisonous Dimension	折射的剧毒沸腾的次元	1	1	Enemies_Refraction2.json
Refracted Tremoring Dimension	折射的震颤不止的次元	1	1	Enemies_Refraction2.json
Refracted Electrifying Dimension	折射的电流涌动的次元	1	1	Enemies_Refraction2.json
Refracted Wrath-drenched Rose	折射的浸染暴怒的玫瑰	1	1	Enemies_Refraction2.json
Refracted Lust-drenched Rose	折射的浸染色欲的玫瑰	1	1	Enemies_Refraction2.json
Refracted Sloth-drenched Rose	折射的浸染怠惰的玫瑰	1	1	Enemies_Refraction2.json
Refracted Gluttony-drenched Rose	折射的浸染暴食的玫瑰	1	1	Enemies_Refraction2.json
Refracted Gloom-drenched Rose	折射的浸染忧郁的玫瑰	1	1	Enemies_Refraction2.json
Refracted Pride-drenched Rose	折射的浸染傲慢的玫瑰	1	1	Enemies_Refraction2.json
Refracted Envy-drenched Rose	折射的浸染嫉妒的玫瑰	1	1	Enemies_Refraction2.json
Refracted Ardor Blossom Moth	折射的红焰蛾	1	1	Enemies_Refraction3.json
Refracted Drenched Gossypium	折射的浸染棉花	1	1	Enemies_Refraction3.json
Refracted Spiral of Contempt	折射的轻蔑螺旋	1	1	Enemies_Refraction3.json
Refracted Skin Prophet	折射的人皮预言者	1	1	Enemies_Refraction3.json
Refracted Candle	折射的蜡烛	1	1	Enemies_Refraction3.json
Refracted Ambling Pearl	折射的陆行珍珠	1	1	Enemies_Refraction3.json
Refracted Green Slime	折射的绿色黏液	1	1	Enemies_Refraction3.json
Refracted Dream-Devouring Siltcurrent	折射的噬梦的浊流	1	1	Enemies_Refraction3.json
Refracted Flotsam	折射的漂流物	1	1	Enemies_Refraction3.json
Refracted Ahab	折射的亚哈	1	1	Enemies_Refraction3.json
Refracted Queequeg	折射的魁魁格	1	1	Enemies_Refraction3.json
Refracted Starbuck	折射的斯达巴克	1	1	Enemies_Refraction3.json
Refracted Blinded Pequod Town Villager	折射的被蒙住双眼的裴廓德镇居民	0	2	Enemies_Refraction3.json
Refracted Gagged Pequod Town Villager	折射的被堵上嘴的裴廓德镇居民	0	2	Enemies_Refraction3.json
Refracted Moustachioed Twinhooks Pirate	折射的留胡子的双钩海盗团成员	1	1	Enemies_Refraction3.json
Refracted Bandana-wearing Twinhooks Pirate	折射的戴头巾的双钩海盗团成员	1	1	Enemies_Refraction3.json
Refracted Agile Twinhooks Pirate	折射的敏捷的双钩海盗团成员	1	1	Enemies_Refraction3.json
Refracted Tough Twinhooks Pirate	折射的坚实的双钩海盗团成员	1	1	Enemies_Refraction3.json
Refracted Pallidified Thing-Shield	折射的苍白之物-盾	1	1	Enemies_Refraction3.json
Refracted Pallidified Thing-Club	折射的苍白之物-棍棒	1	1	Enemies_Refraction3.json
Refracted Pallidified Thing-Pirate	折射的苍白之物-海盗	1	1	Enemies_Refraction3.json
Refracted Pallidified Thing-Hook	折射的苍白之物-钩	1	1	Enemies_Refraction3.json
Refracted Pallid White Mermaid	折射的苍白的白色人鱼	1	1	Enemies_Refraction3.json
Refracted Pallid Blue Mermaid	折射的苍白的蓝色人鱼	1	1	Enemies_Refraction3.json
Refracted Pallid Entwined Mermaid	折射的苍白的纠缠人鱼	1	1	Enemies_Refraction3.json
Refracted Grasp	折射的掌	1	1	Enemies_Refraction3.json
Refracted Dreaming Electric Sheep	折射的梦中的电子羊	1	1	Enemies_Refraction4.json
Refracted Generator	折射的发电机	1	1	Enemies_Refraction4.json
Refracted Nelly	折射的耐莉	1	1	Enemies_Refraction4.json
Refracted Veteran Edgar Family Butler	折射的资深的埃德加家族管家	0	2	Enemies_Refraction4.json
Refracted Josephine	折射的约瑟芬	1	1	Enemies_Refraction4.json
Refracted Determined Kurokumo Henchman	折射的坚定的黑云会成员	1	1	Enemies_Refraction4.json
Refracted Tense Kurokumo Henchman	折射的紧张的黑云会成员	1	1	Enemies_Refraction4.json
Refracted Adept Kurokumo Henchwoman	折射的娴熟的黑云会成员	1	1	Enemies_Refraction4.json
Refracted Tired Kurokumo Henchwoman	折射的昏昏欲睡的黑云会成员	1	1	Enemies_Refraction4.json
Refracted Hurting Teddy Bear	折射的痛苦泰迪	1	1	Enemies_Refraction5.json
Refracted Rose Hunter	折射的玫瑰猎人	1	1	Enemies_Refraction5.json
Refracted Barbed Lasso	折射的荆棘套索	1	1	Enemies_Refraction5.json
The Refracted Priest	折射的神父	1	1	Enemies_Refraction5.json
Refracted Despairing Bloodbag	折射的绝望的血袋	1	1	Enemies_Refraction5.json
Refracted Disgraced Bloodbag	折射的堕落的血袋	1	1	Enemies_Refraction5.json
Refracted Downcast Veteran	折射的变本加厉的残兵	1	1	Enemies_Refraction5.json
Refracted Flower-burying Pin	折射的葬花针	1	1	Enemies_Refraction6.json
The Refracted Index Nursefather - Rien	折射的食指 父辈 - 里恩	0	2	Enemies_Refraction6.json
[Season 7] Nominable Egoshard Crate	[第7赛季]自我碎片自选箱	0	2	Items-a1c9p1.json
Identity Takeoff Ticket - ver.3	人格跳跃成长券 - ver.3	0	2	Items-a1c9p1.json
Nominable S3 Identity Ticket	第3赛季人格自选券	1	1	Items-a1c9p1.json
Spinchains	解析锁链	1	1	Items-egoFifth.json
Kkomi's Gift	可米的礼物	1	1	Items-fools.json
Sinnerlings' Chicken-scratch Farewells	字迹稚嫩的寄语	1	1	Items-x1p1c1.json
[Season 3] Nominable Egoshard Crate	[第3赛季]自我碎片自选箱	0	2	Items.json
Nominable S2 Identity Ticket	第2赛季人格自选券	1	1	Items.json
Identity Takeoff Ticket - ver.2	人格跳跃成长券 - ver.2	0	2	Items.json
Starlight of Immortality	永生的星芒	1	1	Items.json
Takeoff Module - E.G.O Spinning [TETH]	跳跃成长模组 - E.G.O解析 [TETH]	0	2	Items.json
White Chrysanthemum	白色雏菊	1	1	MirrorDungeonAbName.json
Indistinguishable Space	无法确定的空间	1	1	MirrorDungeonNode1-1.json
The Forgotten	被遗忘者们	1	1	MirrorDungeonTheme-1.json
Flat-broke Gamblers	身无分文的赌徒	1	1	MirrorDungeonTheme-1.json
Automated Factory	自动工厂	1	1	MirrorDungeonTheme-1.json
Tearful Things	落泪者们	1	1	MirrorDungeonTheme-1.json
Lake World	湖的世界	1	1	MirrorDungeonTheme-1.json
Crawling Abyss	伏行深渊	1	1	MirrorDungeonTheme-1.json
Dregs of the Manor	宅邸的副产物	1	1	MirrorDungeonTheme-1.json
Repressed Wrath	压抑的暴怒	1	1	MirrorDungeonTheme-1.json
Unbound Wrath	解放的暴怒	1	1	MirrorDungeonTheme-1.json
Emotional Repression	受情感压迫者	1	1	MirrorDungeonTheme-1.json
Addicting Lust	沉迷的色欲	1	1	MirrorDungeonTheme-1.json
Tangling Lust	束缚的色欲	1	1	MirrorDungeonTheme-1.json
Emotional Seduction	因情感困惑者	1	1	MirrorDungeonTheme-1.json
Treadwheel Sloth	空转的怠惰	1	1	MirrorDungeonTheme-1.json
Inert Sloth	停滞的怠惰	1	1	MirrorDungeonTheme-1.json
Emotional Indolence	待情感懒惰者	1	1	MirrorDungeonTheme-1.json
Devoured Gluttony	吞噬的暴食	1	1	MirrorDungeonTheme-1.json
Excessive Gluttony	漫溢的暴食	1	1	MirrorDungeonTheme-1.json
Emotional Craving	对情感饥渴者	1	1	MirrorDungeonTheme-1.json
Degraded Gloom	堕落的忧郁	1	1	MirrorDungeonTheme-1.json
Sunk Gloom	沉溺的忧郁	1	1	MirrorDungeonTheme-1.json
Emotional Flood	于情感沉溺者	1	1	MirrorDungeonTheme-1.json
Vain Pride	虚张声势的傲慢	1	1	MirrorDungeonTheme-1.json
Tyrannical Pride	自以为是的傲慢	1	1	MirrorDungeonTheme-1.json
Emotional Subservience	向情感屈从者	1	1	MirrorDungeonTheme-1.json
Insignificant Envy	寒微的嫉妒	1	1	MirrorDungeonTheme-1.json
Pitiful Envy	凄惨的嫉妒	1	1	MirrorDungeonTheme-1.json
Burning Haze	燃烧的摇曳	1	1	MirrorDungeonTheme-1.json
Season of the Flame	盛火时节	1	1	MirrorDungeonTheme-1.json
Trickled Sanguine Blood	渗出的赤血	1	1	MirrorDungeonTheme-1.json
Dizzying Waves	缭乱的波动	1	1	MirrorDungeonTheme-1.json
Crushing External Force	破坏性外力	1	1	MirrorDungeonTheme-1.json
Sinking Pang	沉于苦痛	1	1	MirrorDungeonTheme-1.json
Poised Breathing	循环呼吸	1	1	MirrorDungeonTheme-1.json
Rising Power Supply	动力渐盈	1	1	MirrorDungeonTheme-1.json
Four Houses and Greed	四大家族与欲念	1	1	MirrorDungeonTheme-1.json
Efflorescing Greenery	绽放的绿林	1	1	MirrorDungeonTheme-1.json
Bridle of Infinity	永劫的枷锁	1	1	MirrorDungeonTheme-1.json
S.E.A. C.R	去·海·边·激·蟹	1	1	MirrorDungeonTheme-1.json
Who Couldn't be Bloodfiends	无法成为血魔的人们	1	1	MirrorDungeonTheme-1.json
Charm, Wander, Doubt	魅惑、彷徨、猜疑	0	2	MirrorDungeonTheme-1.json
Bearers of Weight	身负重担者们	1	1	MirrorDungeonTheme-1.json
Identity Acquired	已获得人格	1	1	MirrorDungeonUI.json
Identity Upgraded	人格升级完毕	1	1	MirrorDungeonUI.json
Will you continue exploration?	要继续探索吗？	0	2	MirrorDungeonUI.json
Daily Pass EXP Bonus	额外通行证经验	1	1	MirrorDungeonUI.json
Enter Mirror World	进入镜像世界	1	1	MirrorDungeonUI.json
Weekly Pass EXP Bonus	周常通行证经验加成	1	1	MirrorDungeonUI.json
Resume Simulation	继续模拟	1	1	MirrorDungeonUI.json
Halt Simulation	终止模拟	1	1	MirrorDungeonUI.json
◆ No Enkephalin Cost	◆ 不会消耗脑啡肽	0	2	MirrorDungeonUI.json
Enhancements Used	可进行人格升级的次数	1	1	MirrorDungeonUI.json
Exploration Complete	探索完成	1	1	MirrorDungeonUI.json
Total Progress	总进度	1	1	MirrorDungeonUI.json
Enter Normal Dungeon	进入普通难度	1	1	MirrorDungeonUI_2.json
stage's Starter Buffs first.	您需要先对上一阶段的增益	1	1	
Don't purchase.	不进行购买。	1	1	MirrorDungeonUI_2.json
Move to Shop	跳转到商店	1	1	MirrorDungeonUI_2.json
Choose the expensive tonic.	选择昂贵的滋养强壮剂。	1	1	MirrorDungeonUI_2.json
Choose the energy drinks.	选择能量饮料。	1	1	MirrorDungeonUI_2.json
Heal Sinner	<size=90%>治疗罪人</size>	1	1	MirrorDungeonUI_2.json
Pay a moderate price.	付一笔合适的费用。	1	1	MirrorDungeonUI_2.json
Pay a large sum.	付一大笔费用。	1	1	MirrorDungeonUI_2.json
Pay a tremendous price.	付一笔极其昂贵的费用。	1	1	MirrorDungeonUI_2.json
Select Event Effect	选择事件效果	1	1	MirrorDungeonUI_2.json
Half a Step More	再进半步	1	1	MirrorDungeonUI_2.json
Focusing Vulnerabilities	弱点专注	1	1	MirrorDungeonUI_2.json
Glimpse of Earnestness	窥见决心	1	1	MirrorDungeonUI_2.json
Autogenic	自体再生	1	1	MirrorDungeonUI_2.json
