# en	cn	en_hits	cn_hits	source	id
Thorny Rope Cuffs	荆棘捕绳	1	1	EGOgift_MirrorDungeon.json	9169
Tangled Bones	碎裂的骨片	1	1	EGOgift_MirrorDungeon.json	9174
T-1B Octagonal Bolt	1B型八角螺栓	1	1	EGOgift_MirrorDungeon.json	9182
Special Catalogue	特别目录	1	1	EGOgift_MirrorDungeon.json	9187
Pre-order Discount	预约优惠券	1	1	EGOgift_MirrorDungeon.json	9188
Renewed Merch	翻新的商品	1	1	EGOgift_MirrorDungeon.json	9189
Trial Plan Guide	试用计划指南	1	1	EGOgift_MirrorDungeon.json	9190
Prestige Card	贵宾卡	1	1	EGOgift_MirrorDungeon.json	9191
Brilliant Vestige	辉煌的残影	1	1	EGOgift_MirrorDungeon.json	9994
Lunar Vestige	月之残影	1	1	EGOgift_MirrorDungeon.json	9995
Overused Whetstone	磨损的砥石	1	1	EGOgift_MirrorDungeon.json	9193
Short Cane Sword+	拐杖短剑+	0	2	EGOgift_MirrorDungeon.json	19194
Cloudpattern Gourd Bottle+	云纹鹤颈瓶+	0	2	EGOgift_MirrorDungeon.json	19195
Broken Greatsword	破碎的巨剑	1	1	EGOgift_MirrorDungeon.json	9196
High-tensility Shoes	高弹性钢鞋	1	1	EGOgift_MirrorDungeon.json	9197
Plume of Proof+	见证的羽饰+	0	2	EGOgift_MirrorDungeon.json	19198
Torn Hems+	磨破的衣袖+	0	2	EGOgift_MirrorDungeon.json	19199
Dueling Manual Book 3	决斗教材第三卷	1	1	EGOgift_MirrorDungeon.json	9200
Dimensional Recycle Bin	次元分类回收箱	1	1	EGOgift_MirrorDungeon.json	9201
Pocket Flashcards+	口袋助记卡+	0	2	EGOgift_MirrorDungeon.json	19202
Dimensional Perception Modifier	次元知觉变体	1	1	EGOgift_MirrorDungeon.json	9203
Decamillennial Hearthflame	万年炉火	1	1	EGOgift_MirrorDungeon_2.json	9156
Purloined Flame	盗来的火焰	1	1	EGOgift_MirrorDungeon_2.json	9158
Hemorrhagic Shock	失血性休克	1	1	EGOgift_MirrorDungeon_2.json	9162
Gemstone Oscillator	宝石振子	1	1	EGOgift_MirrorDungeon_2.json	9163
Omnivibro-octovecti-bell	无振八方钟	1	1	EGOgift_MirrorDungeon_2.json	9167
Shard of Apocalypse	终末的碎片	1	1	EGOgift_MirrorDungeon_2.json	9168
Eerie Effigy	奇怪的石像	1	1	EGOgift_MirrorDungeon_2.json	9170
Cantabile	如歌	1	1	EGOgift_MirrorDungeon_2.json	9172
Faded Overcoat	褪色的外套	1	1	EGOgift_MirrorDungeon_2.json	9173
Surging Globe	浪景球	1	1	EGOgift_MirrorDungeon_2.json	9175
Impending Wave	袭来的浪潮	1	1	EGOgift_MirrorDungeon_2.json	9176
Cask Spirits	桶装烈酒	1	1	EGOgift_MirrorDungeon_2.json	9180
Insulator	绝缘子	1	1	EGOgift_MirrorDungeon_2.json	9183
T-5 Perpetual Motion Machine	第五类永动机	1	1	EGOgift_MirrorDungeon_2.json	9184
Sorrowful Exhale	悲闷的吐息	1	1	EGOgift_MirrorDungeon_6.json	9796
Shatterbound Cannon	注定破碎的火炮	1	1	EGOgift_MirrorDungeon_6.json	9797
Coveting Thorn	贪欲之棘	1	1	EGOgift_MirrorDungeon_6.json	9798
Meat Tenderizer+	松肉锤+	0	2	EGOgift_MirrorDungeon_7.json	19210
Chance & Choice	概率与选择	0	2	EGOgift_MirrorDungeon_7.json	9207
Miniature Ferris Wheel	微型摩天轮	1	1	EGOgift_MirrorDungeon_7.json	9213
Searing Hammer	灼热之锤	1	1	EGOgift_MirrorDungeon_7.json	9214
Red Necktie	红领带	1	1	EGOgift_MirrorDungeon_7.json	9215
Someone's Device	某人的终端	1	1	EGOgift_MirrorDungeon_7.json	9217
Providence of the Prescript	指令的庇护	1	1	EGOgift_MirrorDungeon_7.json	9218
Omni-tool+	万能工具+	0	2	EGOgift_MirrorDungeon_7.json	19219
Stolen Fixer Magazine	被盗的收尾人杂志	1	1	EGOgift_MirrorDungeon_7.json	9220
Pure-white Canvas	空白画布	1	1	EGOgift_MirrorDungeon_7.json	9222
The Spider's Thread+	蜘蛛网+	0	2	EGOgift_MirrorDungeon_7.json	19225
Someone's Azure Blade	某人的青刀	1	1	EGOgift_MirrorDungeon_7.json	9226
Imperfect Eye of Precognition	不完善的预知眼	1	1	EGOgift_MirrorDungeon_7.json	9256
The Abandoned Oracle	遗落的神谕	1	1	EGOgift_MirrorDungeon_7.json	9257
A Maestro's Ring-Turned-Artwork	化为作品的大师指环	1	1	EGOgift_MirrorDungeon_7.json	9259
Mid-range K Corp. Ampule	量产型K公司安瓿	1	1	EGOgift_MirrorDungeon_7.json	9250
Burning Fate	燃烧的命运	1	1	EGOgift_MirrorDungeon_7.json	9251
Carousel Figurine	旋转木马模型	1	1	EGOgift_MirrorDungeon_7.json	9253
Another Round!	再来一杯！	0	2	EGOgift_MirrorDungeon_7.json	9254
Spiderweb Entangled in Red	赤红纠缠的蜘蛛巢	1	1	EGOgift_MirrorDungeon_7.json	9273
Baekja Water Dropper	白瓷砚滴	1	1	EGOgift_MirrorDungeon_7.json	9276
Flagroot Cane Sword	菖蒲剑	1	1	EGOgift_MirrorDungeon_7.json	9277
Crushed Wooden Manacle	粉碎的木制刑具	1	1	EGOgift_MirrorDungeon_7.json	9278
Unadorned Sword-guard	无纹的刀镡	1	1	EGOgift_MirrorDungeon_7.json	9279
Wing-shaped Waxen Candle	翼形蜡烛	1	1	EGOgift_MirrorDungeon_7.json	9282
Tributary Cigar	奉纳的雪茄	1	1	EGOgift_MirrorDungeon_7.json	9283
Reverse Knot	反向结	1	1	EGOgift_StoryDungeon-a1c5p3.json	2018
Melted LCCB Employee Badge	融化的LCCB员工证	1	1	EGOgift_StoryDungeon-a1c5p3.json	2019
Crossed Knot	十字结	1	1	EGOgift_StoryDungeon-a1c5p3.json	2022
Compulsive's Knot	强迫结	1	1	EGOgift_StoryDungeon-a1c5p3.json	2023
Standard Issue Mag	补给弹匣	1	1	EGOgift_StoryDungeon-a1c5p3.json	2025
La Manchaland Standard Pass	拉·曼却领常规通行券	1	1	EGOgift_StoryDungeon-a1c7p3.json	2049
Self-flagellation Whip	告解之鞭	1	1	EGOgift_StoryDungeon-a1c7p3.json	2051
A Little Dream	小小的梦	1	1	EGOgift_StoryDungeon-a1c7p3.json	2055
The Dream Begins Anew	再一次做的梦	1	1	EGOgift_StoryDungeon-a1c7p3.json	2057
Shoddy Dressing	破旧绷带	1	1	EGOgift_StoryDungeon.json	1002
Festered Fragment	腐烂碎片	1	1	EGOgift_StoryDungeon.json	1003
Etched Doomsday	终末浮雕	1	1	EGOgift_StoryDungeon.json	1006
Rainbow Mainspring	彩色发条	1	1	EGOgift_StoryDungeon.json	1014
Rusty Mainspring	生锈发条	1	1	EGOgift_StoryDungeon.json	1015
Emergency Surgical Kit	紧急手术套件	1	1	EGOgift_StoryDungeon.json	1016
Writhing Ribbon	蠢蠢欲动的丝带	1	1	EGOgift_StoryDungeon.json	1018
Torch Stack	一堆火把	1	1	EGOgift_StoryDungeon.json	1032
Sparkling Skull	发光颅骨	1	1	EGOgift_StoryDungeon.json	1040
Sniggering Tongue	窃笑的舌头	1	1	EGOgift_StoryDungeon.json	1042
Green Skin	绿色外皮	1	1	EGOgift_StoryDungeon.json	1046
Topfhelm	钢盔	1	1	EGOgift_StoryDungeon.json	1048
Piece of Crumbled Egg	破碎之卵的残片	1	1	EGOgift_StoryDungeon.json	2002
Cold Illusion	冰冷的幻想	1	1	EGOgift_StoryDungeon.json	2003
Sharp Illusion	尖锐的幻想	1	1	EGOgift_StoryDungeon.json	2004
Fragrant Illusion	芬芳的幻想	1	1	EGOgift_StoryDungeon.json	2005
Trace of Stars	星迹	1	1	EGOgift_StoryDungeon.json	2006
Pungent Bud	香气刺鼻的花蕾	1	1	EGOgift_StoryDungeon.json	2007
Hot Tears	热烈的泪水	1	1	EGOgift_StoryDungeon.json	2008
Cooled Tear	冰冷的泪水	1	1	EGOgift_StoryDungeon.json	2009
Memories of Fragments	碎片的记忆	1	1	EGOgift_StoryDungeon.json	2010
Piece of Reversing Memories	追忆流转的残片	1	1	EGOgift_StoryDungeon.json	2016
Universal Skeleton	万物的骨架	1	1	EGOgift_TwiningThreads.json	9262
The Middle Styled Knuckle-dusters	中指式指虎	1	1	EGOgift_TwiningThreads.json	9265
Unoccupied Birdcage	空荡的鸟笼	1	1	EGOgift_TwiningThreads.json	9266
Searing Brass+	灼热的铜管+	0	2	EGOgift_TwiningThreads.json	19267
Universal Instinct	万物的本能	1	1	EGOgift_TwiningThreads.json	9268
Heavenly King's Heartmending Pill	天王补心丹	1	1	EGOgift_a1c8p2.json	2063
Tranquil Lotus Bolus	静莲丸	1	1	EGOgift_a1c8p2.json	2064
Sanguine Blossom Bolus	血花丸	1	1	EGOgift_a1c8p2.json	2065
Accursed Codex	被诅咒的古代文书	1	1	EGOgift_a1c8p2.json	2068
Madness-inscribed Codex	寄宿疯狂的古代文书	1	1	EGOgift_a1c8p2.json	2069
Heartrender Talisman	破心符	1	1	EGOgift_a1c8p2.json	2073
Bloodsevering Blade	绝血刀	1	1	EGOgift_a1c8p2.json	2074
Faded Poster	褪色的海报	1	1	EGOgift_a1c8p2.json	2076
Deep Claw Marks	深深的爪痕	1	1	EGOgift_a1c8p2.json	2077
Blackiron Barding	黑铁马胄	1	1	EGOgift_cultivation.json	9820
Shaoxing Wine+	绍兴酒+	0	2	EGOgift_cultivation.json	19826
The Family's Resentment	家人的怨恨	1	1	EGOgift_cultivation.json	9827
For the Capo	为了指挥官	1	1	EGOgift_cultivation.json	9828
Rules of the Middle	中指规矩	1	1	EGOgift_cultivation.json	9829
Kkomi's Mini-Gift	可米的小小礼物	1	1	EGOgift_cultivation.json	9830
Someone's Dropped Employee Card	某人遗落的员工证	1	1	EGOgift_lcbcheckup-re.json	9246
Boombox of Dramatic Entrances	登场专用音响	1	1	EGOgift_night-clean-up-re.json	9269
Shadowlurking	暗中行动	1	1	EGOgift_night-clean-up-re.json	9272
Sea Terror Notes	恐鱼研究记录	1	1	EGOgift_pilgrimage.json	9831
Goldforged Compass	黄金罗盘	1	1	EGOgift_pilgrimage.json	9832
Silver Key Bundle	银色的钥匙串	1	1	EGOgift_pilgrimage.json	9833
Sea Terror Jerky	恐鱼干	1	1	EGOgift_pilgrimage.json	9834
Aged Sheet Music	古旧乐谱残章	1	1	EGOgift_pilgrimage.json	9836
Metal Construct	金属构造体	1	1	EGOgift_pilgrimage.json	9837
Moonmirror Wine Cup	宿月酒盏	1	1	EGOgift_pilgrimage.json	9838
Classical-design Letter Opener	造型古典的拆信刀	1	1	EGOgift_pilgrimage.json	9839
Interlinked Time+	交织的时间+	0	2	EGOgift_tktRe.json	19812
Emergency Investigator Badge+	紧急授予型搜查官徽章+	0	2	EGOgift_tktRe.json	19813
Entanglement Override Sequencer+	强制纠缠定序器+	0	2	EGOgift_tktRe.json	19814
Microprecision Time Accelerator	超精密时间加速装置	1	1	EGOgift_tktRe.json	9816
Filial Love	孝心	1	1	EGOgift_walpu4.json	9744
Misaligned Transistor	错位的晶体管	1	1	EGOgift_walpu4.json	9745
Mental Corruption Boosting Gas	精神污染加速气体	1	1	EGOgift_walpu4.json	9746
Leaked Enkephalin	泄露的脑啡肽	1	1	EGOgift_walpu4.json	9747
The Unchosen	未被选中之人	1	1	EGOgift_walpu6.json	9806
Magical Girl's Lovely Gift	魔法少女的爱之礼物	1	1	EGOgift_walpu6.json	9808
Value Disposal	价值处置	1	1	EGOgift_walpu6.json	9811
Staticky Two-way Radio	夹杂着噪音的对讲机	1	1	EGOgift_walpu8.json	9233
Beak-shaped Necklace	喙形项链	1	1	EGOgift_walpu8.json	9234
Harmonics+	泛音+	0	2	EGOgift_walpu8.json	19236
Walking Bass+	行进贝斯+	0	2	EGOgift_walpu8.json	19237
Pink Bouquet	粉红花束	1	1	EGOgift_walpu8.json	9239
Royal Jelly Perfume	蜂王浆香水	1	1	EGOgift_walpu8.json	9240
Whale of the Porous Hand Mermaid	穴掌鲸人鱼	0	2	Enemies-a1c5p1.json	90083
Whale of the Porous Hand Soldier Mermaid	穴掌鲸 士兵人鱼	0	2	Enemies-a1c5p1.json	91011
Twinhook Pirates First Mate Smee	双钩海盗团大副 斯米	0	2	Enemies-a1c5p1.json	91012
Terrified K Corp. Checkpoint Security	惊恐的K公司检查站安保人员	0	2	Enemies-a1c5p1.json	97401
Stiffened K Corp. Checkpoint Security	僵直的K公司检查站安保人员	0	2	Enemies-a1c5p1.json	97402
Threatened K Corp. Class 1 Staff	受到威胁的K公司1级员工	0	2	Enemies-a1c5p1.json	97403
Unnerved K Corp. Class 1 Staff	焦虑的K公司1级员工	0	2	Enemies-a1c5p1.json	97404
Revived K Corp. Class 3 Empowered Staff	复活的K公司3级员工 - 强化	0	2	Enemies-a1c5p1.json	97410
Whale of the Thousand Strands Mermaid	千缕鲸人鱼	0	2	Enemies-a1c5p2.json	90088
Hefty Dead Rabbits Henchman	健硕的死兔帮成员	1	1	Enemies-a1c6p1.json	90116
Slow Dead Rabbits Henchman	迟缓的死兔帮成员	1	1	Enemies-a1c6p1.json	90117
Fierce Dead Rabbits Henchman	凶猛的死兔帮成员	1	1	Enemies-a1c6p1.json	90118
Sharp Dead Rabbits Henchman	敏锐的死兔帮成员	1	1	Enemies-a1c6p1.json	90119
Enamored Researcher of the Ring?	忘我的环指研究员？	0	2	Enemies-a1c6p2.json	90131
Mad Researcher of the Ring?	发狂的环指研究员？	0	2	Enemies-a1c6p2.json	90132
Pointillist Researcher of the Ring?	点彩派环指研究员？	0	2	Enemies-a1c6p2.json	90133
Peccatulum Irae??	暴怒罪种??	0	2	Enemies-a1c6p3.json	8161
Well-dressed Bloodbag	穿着得体的血袋	1	1	Enemies-a1c7p1.json	90152
Embellished Bloodbag	打扮过的血袋	1	1	Enemies-a1c7p1.json	90153
Insane Fashionista Bloodfiend	疯狂的时尚血魔	1	1	Enemies-a1c7p1.json	90154
Mad Fashionista Bloodfiend	失去理智的时尚血魔	1	1	Enemies-a1c7p1.json	90155
No-good Bandit	坏盗贼	1	1	Enemies-a1c7p1.json	90160
Big, Scary Bear	可怕的巨熊	0	2	Enemies-a1c7p1.json	90161
Eerie Bloodbag	阴森森的血袋	1	1	Enemies-a1c7p2.json	90169
Sinister Bloodbag	可怖的血袋	1	1	Enemies-a1c7p2.json	90170
Budding Bloodbag	发芽的血袋	1	1	Enemies-a1c7p3.json	90162
Budding Zwei Fixer	发芽的Zwei收尾人	1	1	Enemies-a1c7p3.json	8394
Budding Bloodfiend	盛开的血魔	1	1	Enemies-a1c7p3.json	90166
Blossomed Bloodfiend	绽放的血魔	1	1	Enemies-a1c7p3.json	90167
Bloomed Bloodfiend	盛放的血魔	1	1	Enemies-a1c7p3.json	90168
Peccatulum Luxuriae?	色欲罪种?	0	2	Enemies-a1c7p3.json	8373
Peccatulum Superbiae?	傲慢罪种?	0	2	Enemies-a1c7p3.json	8374
Budding Cinq West Fixer	发芽的Cinq西部收尾人	1	1	Enemies-a1c7p3.json	8375
Budding Zwei West Fixer	发芽的Zwei西部收尾人	1	1	Enemies-a1c7p3.json	90165
The Wheel of La Manchaland	大摩天轮	0	2	Enemies-a1c7p3.json	839001
Dreamshard	梦之碎片	1	1	Enemies-a1c7p3.json	841101
Hardblood Fragment	硬血碎片	1	1	Enemies-a1c7p3.json	841201
Talisman Jar Monster	贴着符咒的瓮怪物	1	1	Enemies-a1c8p1.json	90195
Nailed Jar Monster	被钉住的瓮怪物	1	1	Enemies-a1c8p1.json	90196
Entangled Jar Monster	被束缚的瓮怪物	1	1	Enemies-a1c8p1.json	90197
Furtive Podao Assailant	隐秘的朴刀袭击者	1	1	Enemies-a1c8p1.json	90198
Swift Podao Assailant	敏捷的朴刀袭击者	1	1	Enemies-a1c8p1.json	90199
Large Podao Assailant	魁梧的朴刀袭击者	1	1	Enemies-a1c8p1.json	90200
Bandaged Wooden Dummy	裹着绷带的木人桩	1	1	Enemies-a1c8p1.json	90201
Spiked Wooden Dummy	带刺的木人桩	1	1	Enemies-a1c8p1.json	90202
Swift Ambushing Stranger	敏捷突袭的怪人	1	1	Enemies-a1c8p1.json	90203
Swift Pursuing Stranger	敏捷追击的怪人	1	1	Enemies-a1c8p1.json	90204
Impaled Failure	被穿刺的失败品	1	1	Enemies-a1c8p2.json	90205
Blooming Failure	盛开的失败品	1	1	Enemies-a1c8p2.json	90206
Entangled Failure	纠缠的失败品	1	1	Enemies-a1c8p2.json	90207
Evil-possessed Deathrite Monk	饱含邪气的咒杀僧	1	1	Enemies-a1c8p2.json	90209
Swift Shi Family Mercenary	灵敏的史家私兵	1	1	Enemies-a1c8p2.json	90210
Veteran Shi Family Mercenary	干练的史家私兵	1	1	Enemies-a1c8p2.json	90211
Heavy Shi Family Mercenary	稳重的史家私兵	1	1	Enemies-a1c8p2.json	90212
Shi Hua... something?	史华？	0	2	Enemies-a1c8p2.json	1167
Muddled Heishou of the Corpse Palanquin [混覺轀輬黑獸]	混觉辒辌黑兽	0	2	Enemies-a1c8p3.json	1152
Heavenly Elder	天之长辈	1	1	Enemies-a1c8p3.json	1154
Earthly Elder	地之长辈	1	1	Enemies-a1c8p3.json	1155
Brain Elder	脑之长辈	1	1	Enemies-a1c8p3.json	1156
Manager Gnome	科长小矮人	1	1	Enemies-a1c951.json	90104
Peccatulum Pigritiae??	怠惰罪种??	0	2	Enemies-a1c971.json	1080
Peccatulum Morositatis??	忧郁罪种??	0	2	Enemies-a1c971.json	1081
The Ring Corporist Automanikin - Researcher	环指人体派自动人偶 - 研究员	0	2	Enemies-a1c9p1.json	91036
The Ring Corporist Automanikin - Combatant	环指人体派自动人偶 - 战斗员	0	2	Enemies-a1c9p1.json	91037
The Ring Corporist Automanikin - Roseate Desire Corrosion	环指人体派自动人偶 - 粉红欲望 侵蚀	0	2	Enemies-a1c9p1.json	91038
The Pinky Apprentice - Ren	小指 子辈 - 莲	0	2	Enemies-a1c9p1.json	1318
The Index Apprentice - Sora	食指 子辈 - 空	0	2	Enemies-a1c9p2.json	1325
Flash Phenomenon - Im Gyeong-eop	闪光现象 - 林庆业	0	2	Enemies-exme.json	1450
Hateful Blade Lineage Salsu	心怀怨恨的剑契组杀手	1	1	Enemies-exme.json	91057
Resentful Blade Lineage Salsu	寄宿怨恨的剑契组杀手	1	1	Enemies-exme.json	91058
Imagined Im Gyeong-eop	心象中的林庆业	1	1	Enemies-exme.json	1451
Craving Bloodbag Passenger	渴求的血袋乘客	1	1	Enemies-mowe.json	90145
Violent Bloodbag Passenger	发狂的血袋乘客	1	1	Enemies-mowe.json	90146
Aggressive Bloodbag Passenger	好斗的血袋乘客	1	1	Enemies-mowe.json	90147
Merciless Bloodbag Cleanup Agent	无情的血袋清扫人员	1	1	Enemies-mowe.json	90148
Feral Bloodbag Cleanup Agent	凶猛的血袋清扫人员	1	1	Enemies-mowe.json	90149
Hungering Bloodbag Cleanup Agent	饥饿的血袋清扫人员	1	1	Enemies-mowe.json	90150
Bloodbag Prosthetic Fixer	血袋义体收尾人	1	1	Enemies-mowe.json	90151
Deceitful Tri-axe Office Fixer	卑鄙的三斧事务所收尾人	1	1	Enemies-sweep.json	90183
Tough-looking Stranger	表情坚毅的怪人	1	1	Enemies-sweep.json	90184
Awkward Tri-axe Office Fixer	左右为难的三斧事务所收尾人	1	1	Enemies-sweep.json	90193
Sharp-looking Stranger	表情犀利的怪人	1	1	Enemies-sweep.json	90194
The City's Sweeper A	都市的清道夫A	1	1	Enemies-sweep.json	90187
The City's Sweeper B	都市的清道夫B	1	1	Enemies-sweep.json	90188
The City's Sweeper C	都市的清道夫C	1	1	Enemies-sweep.json	90189
The City's Sweeper D	都市的清道夫D	1	1	Enemies-sweep.json	90190
Aggressive Yurodivy	过激的圣愚活动成员	1	1	Enemies-tkt.json	90140
Quick-witted Yurodivy	敏捷的圣愚活动成员	1	1	Enemies-tkt.json	90141
District 20 Yurodiviye Captain	20区 圣愚 队长	1	1	Enemies-tkt.json	91017
Unfolded Time Rippers	展开的时间杀人魔们	1	1	Enemies-tkt.json	8279
Prescript-chasing Proselyte of the Index	追随指令的食指苦行者	0	2	Enemies-twth.json	91034
Prescript-conforming Proselyte of the Index	遵从指令的食指苦行者	0	2	Enemies-twth.json	91035
Impulsive Fauvist Student of the Ring	冲动的环指野兽派学徒	0	2	Enemies-twth.json	91043
Instinctive Fauvist Student of the Ring	依照本能的环指野兽派学徒	0	2	Enemies-twth.json	91044
Feral Fauvist Student of the Ring	充满野性的环指野兽派学徒	0	2	Enemies-twth.json	91045
Spontaneous Fauvist Student of the Ring	即兴的环指野兽派学徒	0	2	Enemies-twth.json	91046
Dawn of Green - Doubt - α	绿色的黎明 - 疑问 - α	0	2	Enemies-walpu2.json	8147
Dawn of Green - Doubt - β	绿色的黎明 - 疑问 - β	0	2	Enemies-walpu2.json	8148
Threatening Gear Worshipper	危险的齿轮信徒	1	1	Enemies-walpu5.json	90178
Nimble Gear Worshipper	敏捷的齿轮信徒	1	1	Enemies-walpu5.json	90179
Da Boingy Empworoar	凤凤皇地	1	1	Enemies-x1p1c1.json	1365
False Bongy	假小凤	1	1	Enemies-x1p1c1.json	1387
Distorting Bamboo-hatted Kim	正在扭曲的金笠	1	1	Enemies-ycgd.json	8153
Scruffy Veteran	褴褛的残兵	1	1	Enemies.json	90010
Slumber-broken Neighbor	长梦初醒的邻居	1	1	Enemies.json	8019
Rearisen Neighbor	重新站起的邻居	1	1	Enemies.json	8020
Freezing Miner Slave	冻结的奴隶矿工	1	1	Enemies.json	8021
Shivering Miner Slave	寒冷的奴隶矿工	1	1	Enemies.json	8022
Everything There of an Inquisitor	无所不有的异端审判官	0	2	Enemies.json	8026
Crawling Inquisitor	爬行的异端审判官	1	1	Enemies.json	8027
Calm K Corp. Checkpoint Security	沉着的K公司检查站安保人员	0	2	Enemies.json	90028
Reliable K Corp. Checkpoint Security	可靠的K公司检查站安保人员	0	2	Enemies.json	90031
Wriggling Beast	蠢蠢欲动的野兽	1	1	Enemies.json	8033
Dongbaek E.G.O::Spicebush	冬柏E.G.O::山茶花	0	2	Enemies.json	8044
Crude Sawblade Bot	粗制的锯刃无人机	1	1	Enemies.json	90047
Crude Wrecking Ball Bot	粗制的破坏球无人机	1	1	Enemies.json	90048
Complete Sawblade Bot	完整的锯刃无人机	1	1	Enemies.json	90049
Complete Wrecking Ball Bot	完整的破坏球无人机	1	1	Enemies.json	90050
Solid Combined Bot	坚固的复合机械	1	1	Enemies.json	91007
Confident Rosespanner Workshop Fixer	自信的玫瑰扳手工坊收尾人	1	1	Enemies.json	90051
Prideful Rosespanner Workshop Fixer	高傲的玫瑰扳手工坊收尾人	1	1	Enemies.json	90052
Shaking Rosespanner Workshop Fixer	颤抖的玫瑰扳手工坊收尾人	1	1	Enemies.json	90053
Rosespanner Workshop Rep Niko	玫瑰扳手工坊代表 尼柯	1	1	Enemies.json	91008
Lobotomy E.G.O::Red Sheet - Marile	脑叶公司E.G.O::朱符 - 马里勒	0	2	Enemies.json	91009
Reawakened Lobotomy E.G.O::Red Sheet	复活的脑叶公司E.G.O::朱符	0	2	Enemies.json	90063
K Corp. Arrest Drone	K公司 拘捕无人机	1	1	Enemies.json	90071
Fully Bloomed Flower	盛开的花朵	1	1	Enemies.json	8055
Tree of Vanity	虚荣之树	1	1	Enemies.json	8056
Fruit of Vanity	虚荣之果	1	1	Enemies.json	805601
Lured Festered G Corp. H. Manager	受诱且溃烂的G公司部长	0	2	Enemies.json	8081
Refracted Alleyway Watchdog	折射的巷头恶犬	1	1	Enemies_Refraction.json	8518
Refracted Headless Ichthys	折射的断首鱼	1	1	Enemies_Refraction.json	8537
Refracted Drifting Fox	折射的流浪狐狸	1	1	Enemies_Refraction2.json	8539
Refracted Old Umbrella	折射的旧伞	1	1	Enemies_Refraction2.json	8540
Refracted Shock Centipede	折射的电击蜈蚣	1	1	Enemies_Refraction2.json	8541
Refracted Fairy-Long-Legs	折射的长腿精灵	1	1	Enemies_Refraction2.json	8545
Refracted Faelantern	折射的精灵提灯	1	1	Enemies_Refraction2.json	8549
Refracted Wayward Passenger	折射的迷失的乘客	1	1	Enemies_Refraction2.json	8550
Left Blade	左刃	1	1	Enemies_Refraction2.json	855001
Right Blade	右刃	1	1	Enemies_Refraction2.json	855002
Refracted Steam Transport Machine	折射的蒸汽运输机	1	1	Enemies_Refraction2.json	8555
Refracted Sign of Roses	折射的玫瑰告示牌	1	1	Enemies_Refraction2.json	8556
